hasPeak.An_kdmB_48h_HA_1	hasPeak.An_sntB_48h_HA_1	hasPeak.An_ecoA_48h_HA_1	hasPeak.An_rpdA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
FALSE	TRUE	FALSE	FALSE	4	GO:0048856	anatomical structure development	9	9/226	AN4997/AN8853/AN8273/AN10504/AN3813/AN2520/AN2755/AN8547/AN5195
FALSE	TRUE	FALSE	FALSE	4	GO:0043902	positive regulation of multi-organism process	4	4/226	AN8044/AN6312/AN2520/AN2555
FALSE	TRUE	FALSE	FALSE	4	GO:0044089	positive regulation of cellular component biogenesis	1	1/226	AN7077
FALSE	TRUE	FALSE	FALSE	4	GO:0048584	positive regulation of response to stimulus	1	1/226	AN2520
FALSE	TRUE	FALSE	FALSE	4	GO:0051050	positive regulation of transport	1	1/226	AN6978
FALSE	TRUE	FALSE	FALSE	4	GO:1903829	positive regulation of cellular protein localization	1	1/226	AN6978
FALSE	TRUE	FALSE	FALSE	4	GO:1904951	positive regulation of establishment of protein localization	1	1/226	AN6978
FALSE	TRUE	FALSE	FALSE	4	GO:0043901	negative regulation of multi-organism process	1	1/226	AN2555
FALSE	TRUE	FALSE	FALSE	4	GO:0048585	negative regulation of response to stimulus	1	1/226	AN2555
FALSE	TRUE	FALSE	FALSE	4	GO:0032879	regulation of localization	1	1/226	AN6978
FALSE	TRUE	FALSE	FALSE	4	GO:0043900	regulation of multi-organism process	4	4/226	AN8044/AN6312/AN2520/AN2555
FALSE	TRUE	FALSE	FALSE	4	GO:0044087	regulation of cellular component biogenesis	2	2/226	AN7077/AN6978
FALSE	TRUE	FALSE	FALSE	4	GO:0048518	positive regulation of biological process	9	9/226	AN8865/AN8044/AN7077/AN6978/AN6312/AN9315/AN2520/AN2555/AN2755
FALSE	TRUE	FALSE	FALSE	4	GO:0048519	negative regulation of biological process	5	5/226	AN4997/AN6978/AN7748/AN2555/AN10701
FALSE	TRUE	FALSE	FALSE	4	GO:0048583	regulation of response to stimulus	2	2/226	AN2520/AN2555
FALSE	TRUE	FALSE	FALSE	4	GO:0006950	response to stress	12	12/226	AN4678/AN8713/AN8044/AN3666/AN6246/AN6089/AN6496/AN9374/AN0138/AN2530/AN2798/AN10701
FALSE	TRUE	FALSE	FALSE	4	GO:0009605	response to external stimulus	3	3/226	AN8044/AN6496/AN10701
FALSE	TRUE	FALSE	FALSE	4	GO:0009607	response to biotic stimulus	3	3/226	AN8044/AN6496/AN10701
FALSE	TRUE	FALSE	FALSE	4	GO:0009628	response to abiotic stimulus	4	4/226	AN8713/AN6246/AN6089/AN2530
FALSE	TRUE	FALSE	FALSE	4	GO:0042221	response to chemical	9	9/226	AN8273/AN6246/AN0137/AN10251/AN10266/AN2520/AN2530/AN2555/AN10701
FALSE	TRUE	FALSE	FALSE	4	GO:0031503	protein-containing complex localization	3	3/226	AN7182/AN6978/AN1190
FALSE	TRUE	FALSE	FALSE	4	GO:0033036	macromolecule localization	10	10/226	AN4997/AN4951/AN7182/AN6978/AN6089/AN5972/AN1190/AN0821/AN1892/AN3003
FALSE	TRUE	FALSE	FALSE	4	GO:0051234	establishment of localization	25	25/226	AN4997/AN4951/AN3813/AN3498/AN7182/AN6978/AN7437/AN6387/AN6089/AN5972/AN9342/AN1190/AN10155/AN1073/AN0821/AN8889/AN8874/AN1892/AN3270/AN3254/AN3210/AN3003/AN5140/AN5195/AN10724
FALSE	TRUE	FALSE	FALSE	4	GO:0051235	maintenance of location	1	1/226	AN4951
FALSE	TRUE	FALSE	FALSE	4	GO:0051641	cellular localization	13	13/226	AN4997/AN4951/AN7182/AN6978/AN6089/AN5972/AN1190/AN0821/AN8874/AN1892/AN3003/AN5195/AN10724
FALSE	TRUE	FALSE	FALSE	4	GO:0044419	interspecies interaction between organisms	1	1/226	AN6496
FALSE	TRUE	FALSE	FALSE	4	GO:0050789	regulation of biological process	27	27/226	AN4997/AN8865/AN8044/AN8125/AN8273/AN10504/AN3863/AN3840/AN10436/AN7077/AN6978/AN7438/AN7748/AN6312/AN9315/AN9373/AN0138/AN8930/AN2422/AN2520/AN2555/AN3269/AN11704/AN2755/AN8535/AN5195/AN10701
FALSE	TRUE	FALSE	FALSE	4	GO:0065008	regulation of biological quality	3	3/226	AN4951/AN7182/AN6089
FALSE	TRUE	FALSE	FALSE	4	GO:0065009	regulation of molecular function	1	1/226	AN2520
FALSE	TRUE	FALSE	FALSE	4	GO:0044085	cellular component biogenesis	13	13/226	AN4997/AN4777/AN11975/AN4298/AN7077/AN6978/AN7748/AN10800/AN6089/AN0821/AN8874/AN2520/AN3112
FALSE	TRUE	FALSE	TRUE	5	GO:0019953	sexual reproduction	15	15/374	AN4182/AN7185/AN6305/AN6221/AN6190/AN6505/AN6542/AN1376/AN0144/AN1661/AN2047/AN2129/AN3435/AN5791/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0019954	asexual reproduction	16	16/374	AN5021/AN8842/AN4182/AN7185/AN7542/AN6305/AN10184/AN0144/AN0118/AN1661/AN1875/AN1937/AN2047/AN2129/AN3441/AN3435
FALSE	TRUE	FALSE	TRUE	5	GO:0022414	reproductive process	24	24/374	AN10621/AN8182/AN4182/AN7185/AN7423/AN6305/AN6221/AN6190/AN6505/AN6542/AN1376/AN10063/AN0144/AN0118/AN1661/AN1875/AN1937/AN2047/AN2128/AN2129/AN3435/AN2854/AN5791/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0032505	reproduction of a single-celled organism	10	10/374	AN10621/AN4182/AN7185/AN6542/AN0144/AN1661/AN1875/AN2047/AN2854/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0055114	oxidation-reduction process	29	29/374	AN10586/AN4525/AN11045/AN8275/AN4268/AN4182/AN4064/AN3954/AN3759/AN3531/AN6400/AN6168/AN5984/AN5959/AN5916/AN6506/AN1132/AN0912/AN0357/AN0241/AN9114/AN2981/AN2723/AN2666/AN5162/AN5178/AN5206/AN5790/AN5613
FALSE	TRUE	FALSE	TRUE	5	GO:0006807	nitrogen compound metabolic process	147	147/374	AN10621/AN4936/AN4901/AN4872/AN4864/AN4837/AN4830/AN10586/AN4690/AN4552/AN4546/AN4525/AN4465/AN4464/AN4430/AN4404/AN8870/AN11131/AN8861/AN8842/AN8827/AN8035/AN8073/AN8182/AN8276/AN4283/AN4282/AN4269/AN4268/AN4182/AN4174/AN4057/AN3954/AN3879/AN10472/AN3866/AN11419/AN10467/AN3745/AN11411/AN10434/AN10925/AN9492/AN7201/AN7185/AN7029/AN7003/AN7422/AN7423/AN7479/AN10956/AN7542/AN10981/AN7704/AN6396/AN6374/AN6368/AN6305/AN6300/AN6221/AN6119/AN6110/AN5960/AN5959/AN5916/AN5859/AN6505/AN6507/AN6517/AN6521/AN6542/AN6561/AN6570/AN6639/AN6726/AN6790/AN10184/AN1376/AN1272/AN1246/AN1191/AN1179/AN1132/AN1095/AN1039/AN0912/AN0843/AN0816/AN0809/AN0808/AN0745/AN0685/AN0576/AN0465/AN0388/AN0357/AN10063/AN0271/AN0241/AN0240/AN0197/AN0156/AN0144/AN0133/AN0104/AN0092/AN8902/AN8899/AN9420/AN1523/AN1802/AN1937/AN10237/AN2129/AN2155/AN2213/AN2235/AN2246/AN2363/AN2464/AN9113/AN3459/AN3435/AN3313/AN3255/AN3116/AN3101/AN3058/AN3033/AN2981/AN2873/AN2854/AN2723/AN2666/AN5114/AN5124/AN5162/AN5206/AN5722/AN5721/AN5719/AN5643/AN5613/AN5574/AN5569/AN5442/AN5342
FALSE	TRUE	FALSE	TRUE	5	GO:0009056	catabolic process	44	44/374	AN4690/AN4546/AN8861/AN11045/AN8275/AN8276/AN4282/AN4182/AN4174/AN3954/AN3879/AN3837/AN7029/AN7422/AN10956/AN7704/AN6360/AN6305/AN6211/AN5916/AN6639/AN6726/AN1246/AN1179/AN1132/AN1126/AN0576/AN0388/AN0271/AN0156/AN11143/AN8899/AN2047/AN2213/AN2246/AN9113/AN3459/AN3441/AN2666/AN5162/AN5721/AN5613/AN5491/AN5442
FALSE	TRUE	FALSE	TRUE	5	GO:0009058	biosynthetic process	100	100/374	AN5021/AN10621/AN4872/AN4864/AN4837/AN4830/AN10586/AN4690/AN4465/AN4464/AN4430/AN12152/AN4303/AN8870/AN11131/AN8861/AN8035/AN8172/AN8276/AN4283/AN4269/AN4182/AN3954/AN3879/AN10472/AN11419/AN10467/AN11411/AN9492/AN7003/AN7423/AN7479/AN10956/AN7542/AN10981/AN6396/AN6368/AN6305/AN6300/AN6221/AN5960/AN5959/AN5859/AN6505/AN6506/AN6517/AN6521/AN6542/AN6790/AN9249/AN1376/AN1272/AN1246/AN1191/AN1179/AN1132/AN1095/AN1039/AN0912/AN0843/AN0816/AN0809/AN0576/AN0465/AN0388/AN10063/AN0271/AN0241/AN0197/AN0156/AN0104/AN8902/AN1523/AN1937/AN2047/AN2235/AN2246/AN2363/AN2464/AN9113/AN3441/AN3435/AN3255/AN3116/AN3101/AN3058/AN3033/AN2873/AN2854/AN2723/AN5114/AN5124/AN5162/AN5206/AN5719/AN5643/AN5574/AN5569/AN5442/AN5342
FALSE	TRUE	FALSE	TRUE	5	GO:0009892	negative regulation of metabolic process	22	22/374	AN10621/AN4546/AN4465/AN8276/AN4182/AN3879/AN10956/AN6305/AN6221/AN6505/AN1272/AN1191/AN1179/AN1132/AN1039/AN10063/AN0241/AN0156/AN2246/AN9113/AN2854/AN5643
FALSE	TRUE	FALSE	TRUE	5	GO:0009893	positive regulation of metabolic process	23	23/374	AN4936/AN4546/AN4465/AN11131/AN8182/AN4182/AN7185/AN7423/AN10956/AN6505/AN1039/AN0576/AN0388/AN0241/AN0156/AN1937/AN2213/AN2246/AN3435/AN3116/AN2854/AN5722/AN5719
FALSE	TRUE	FALSE	TRUE	5	GO:0019222	regulation of metabolic process	54	54/374	AN10621/AN4936/AN4837/AN4546/AN4465/AN11131/AN8842/AN8035/AN8182/AN8276/AN4182/AN3879/AN10467/AN9492/AN7185/AN7423/AN10956/AN7542/AN6396/AN6305/AN6221/AN5859/AN6505/AN6542/AN6570/AN6790/AN1272/AN1191/AN1179/AN1132/AN1039/AN0576/AN0388/AN10063/AN0241/AN0197/AN0156/AN8902/AN1937/AN2129/AN2213/AN2246/AN2363/AN9113/AN3435/AN3255/AN3116/AN3101/AN2854/AN5722/AN5719/AN5643/AN5569/AN5342
FALSE	TRUE	FALSE	TRUE	5	GO:0019748	secondary metabolic process	7	7/374	AN10956/AN6305/AN6505/AN9249/AN1191/AN3435/AN5442
FALSE	TRUE	FALSE	TRUE	5	GO:0032259	methylation	5	5/374	AN1191/AN0808/AN0745/AN0685/AN0092
FALSE	TRUE	FALSE	TRUE	5	GO:0042440	pigment metabolic process	3	3/374	AN8842/AN0241/AN1937
FALSE	TRUE	FALSE	TRUE	5	GO:0044237	cellular metabolic process	168	168/374	AN10621/AN4936/AN4901/AN4872/AN4864/AN4837/AN4830/AN10586/AN4690/AN4552/AN4546/AN4525/AN4465/AN4464/AN4430/AN12152/AN4303/AN8870/AN11131/AN8861/AN8842/AN8827/AN11045/AN8035/AN8053/AN8073/AN8182/AN8275/AN8276/AN4283/AN4282/AN4269/AN4182/AN4174/AN4064/AN4057/AN3954/AN3879/AN10472/AN3866/AN11419/AN3837/AN10467/AN3745/AN11411/AN10434/AN3632/AN3531/AN10925/AN9492/AN7185/AN7029/AN7003/AN7422/AN7423/AN7479/AN10956/AN7542/AN7604/AN10981/AN7704/AN6396/AN6374/AN6368/AN6367/AN6360/AN6305/AN6300/AN6221/AN6211/AN6168/AN6110/AN6064/AN5960/AN5959/AN5916/AN5859/AN6505/AN6506/AN6507/AN6517/AN6521/AN6542/AN6561/AN6570/AN6639/AN6726/AN6790/AN1376/AN1272/AN1246/AN1191/AN1179/AN1132/AN1126/AN1095/AN1039/AN0912/AN0843/AN0816/AN0809/AN0808/AN0745/AN0685/AN0576/AN0465/AN0447/AN0388/AN0357/AN10063/AN0271/AN0241/AN0240/AN0197/AN0156/AN0144/AN0133/AN0104/AN0092/AN8902/AN9420/AN1523/AN1802/AN1937/AN10237/AN2047/AN2129/AN2155/AN2213/AN2235/AN2246/AN2363/AN2464/AN9113/AN3459/AN3441/AN3435/AN3313/AN3255/AN3116/AN3101/AN3058/AN3033/AN2981/AN2968/AN2873/AN2854/AN2723/AN2666/AN8396/AN5114/AN5124/AN5162/AN5178/AN5192/AN5206/AN5790/AN5722/AN5721/AN5719/AN5698/AN5643/AN5613/AN5574/AN5569/AN5491/AN5442/AN5342
FALSE	TRUE	FALSE	TRUE	5	GO:0044238	primary metabolic process	160	160/374	AN10621/AN4936/AN4901/AN4872/AN4864/AN4837/AN4830/AN4690/AN4552/AN4546/AN4525/AN4465/AN4464/AN4430/AN4404/AN4303/AN8870/AN11131/AN8861/AN8842/AN8827/AN8790/AN7995/AN8035/AN8053/AN8073/AN8182/AN8275/AN8276/AN4283/AN4269/AN4182/AN4057/AN3954/AN3879/AN3866/AN11419/AN3837/AN10467/AN3745/AN11411/AN10434/AN3531/AN10925/AN7275/AN9492/AN7201/AN7185/AN7029/AN7003/AN7422/AN7423/AN7479/AN10956/AN7542/AN7604/AN7704/AN6396/AN6374/AN6368/AN6367/AN6305/AN6300/AN6221/AN6211/AN6119/AN6110/AN5960/AN5959/AN5916/AN5859/AN6505/AN6506/AN6507/AN6517/AN6521/AN6542/AN6561/AN6570/AN6639/AN6726/AN6790/AN10184/AN1376/AN1272/AN1246/AN1191/AN1179/AN1132/AN1095/AN1039/AN0912/AN0843/AN0816/AN0809/AN0808/AN0745/AN0685/AN0576/AN0558/AN0465/AN0388/AN0357/AN10063/AN0271/AN0241/AN0240/AN0197/AN0156/AN0144/AN0133/AN0104/AN0092/AN11143/AN8902/AN9420/AN1523/AN1802/AN1937/AN10237/AN2047/AN2129/AN2155/AN2213/AN2235/AN2246/AN2363/AN2464/AN9114/AN9113/AN3441/AN3435/AN3313/AN3255/AN3116/AN3101/AN3058/AN3033/AN2981/AN2873/AN2854/AN2723/AN2666/AN5114/AN5124/AN5162/AN5178/AN5192/AN5206/AN5790/AN5722/AN5721/AN5719/AN5698/AN5643/AN5613/AN5574/AN5569/AN5442/AN5342
FALSE	TRUE	FALSE	TRUE	5	GO:0044281	small molecule metabolic process	61	61/374	AN4901/AN4830/AN10586/AN4690/AN4525/AN4465/AN4464/AN4430/AN12152/AN8861/AN8790/AN7995/AN11045/AN8275/AN4182/AN4174/AN3954/AN10472/AN3866/AN3531/AN7479/AN10981/AN6368/AN6168/AN6064/AN5959/AN5916/AN6505/AN6506/AN6521/AN6542/AN6639/AN1246/AN1191/AN1179/AN1132/AN1039/AN0912/AN0388/AN0357/AN0271/AN0240/AN0156/AN0092/AN1523/AN9114/AN3435/AN3313/AN3058/AN2981/AN2873/AN2723/AN2666/AN8396/AN5162/AN5178/AN5192/AN5206/AN5790/AN5698/AN5613
FALSE	TRUE	FALSE	TRUE	5	GO:0070085	glycosylation	2	2/374	AN4864/AN0104
FALSE	TRUE	FALSE	TRUE	5	GO:0071704	organic substance metabolic process	173	173/374	AN10621/AN4936/AN4901/AN4872/AN4864/AN4837/AN4830/AN10586/AN4690/AN4552/AN4546/AN4525/AN4465/AN4464/AN4430/AN4404/AN12152/AN4303/AN8870/AN11131/AN8861/AN8842/AN8827/AN8790/AN7995/AN11045/AN8035/AN8053/AN8073/AN8182/AN8275/AN8276/AN4283/AN4282/AN4269/AN4182/AN4174/AN4057/AN3954/AN3879/AN10472/AN3866/AN11419/AN3837/AN10467/AN3745/AN11411/AN10434/AN3531/AN10925/AN7275/AN9492/AN7201/AN7185/AN7029/AN7003/AN7422/AN7423/AN7479/AN10956/AN7542/AN7604/AN10981/AN7704/AN6396/AN6374/AN6368/AN6367/AN6305/AN6300/AN6221/AN6211/AN6168/AN6119/AN6110/AN6064/AN5960/AN5959/AN5916/AN5859/AN6505/AN6506/AN6507/AN6517/AN6521/AN6542/AN6561/AN6570/AN6639/AN6726/AN6790/AN9249/AN10184/AN1376/AN1272/AN1246/AN1191/AN1179/AN1132/AN1095/AN1039/AN0912/AN0843/AN0816/AN0809/AN0808/AN0745/AN0685/AN0576/AN0558/AN0465/AN0388/AN0357/AN10063/AN0271/AN0241/AN0240/AN0197/AN0156/AN0144/AN0133/AN0104/AN0092/AN11143/AN8902/AN8899/AN9420/AN1523/AN1802/AN1937/AN10237/AN2047/AN2129/AN2155/AN2213/AN2235/AN2246/AN2363/AN2464/AN9114/AN9113/AN3459/AN3441/AN3435/AN3313/AN3255/AN3116/AN3101/AN3058/AN3033/AN2981/AN2873/AN2854/AN2723/AN2666/AN8396/AN5114/AN5124/AN5162/AN5178/AN5192/AN5206/AN5790/AN5722/AN5721/AN5719/AN5698/AN5643/AN5613/AN5574/AN5569/AN5442/AN5342
FALSE	TRUE	FALSE	TRUE	5	GO:0031640	killing of cells of other organism	1	1/374	AN10184
FALSE	TRUE	FALSE	TRUE	5	GO:0016049	cell growth	8	8/374	AN5020/AN8842/AN6570/AN2464/AN2871/AN2854/AN5162/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0007117	budding cell bud growth	2	2/374	AN4182/AN1875
FALSE	TRUE	FALSE	TRUE	5	GO:0030447	filamentous growth	31	31/374	AN5020/AN8842/AN8182/AN11071/AN4182/AN10434/AN9492/AN7185/AN10956/AN7602/AN6305/AN6064/AN6505/AN6506/AN6542/AN6570/AN10184/AN1191/AN1126/AN0241/AN0144/AN0118/AN1661/AN2047/AN2129/AN2246/AN2464/AN3441/AN2854/AN5162/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0040008	regulation of growth	10	10/374	AN5021/AN5020/AN8842/AN4182/AN6305/AN6505/AN6570/AN0118/AN2129/AN2854
FALSE	TRUE	FALSE	TRUE	5	GO:0045926	negative regulation of growth	2	2/374	AN6505/AN2854
FALSE	TRUE	FALSE	TRUE	5	GO:0045927	positive regulation of growth	3	3/374	AN5020/AN6305/AN6570
FALSE	TRUE	FALSE	TRUE	5	GO:0048589	developmental growth	4	4/374	AN5020/AN8842/AN2129/AN2464
FALSE	TRUE	FALSE	TRUE	5	GO:0007059	chromosome segregation	4	4/374	AN4597/AN4182/AN0118/AN2128
FALSE	TRUE	FALSE	TRUE	5	GO:0007017	microtubule-based process	6	6/374	AN4182/AN6875/AN0316/AN0118/AN2047/AN2128
FALSE	TRUE	FALSE	TRUE	5	GO:0000075	cell cycle checkpoint	2	2/374	AN2128/AN2246
FALSE	TRUE	FALSE	TRUE	5	GO:0000920	cell separation after cytokinesis	3	3/374	AN8182/AN10061/AN0118
FALSE	TRUE	FALSE	TRUE	5	GO:0006457	protein folding	2	2/374	AN9420/AN2051
FALSE	TRUE	FALSE	TRUE	5	GO:0007165	signal transduction	18	18/374	AN5020/AN4546/AN8842/AN4182/AN7602/AN6305/AN6210/AN6120/AN6570/AN1377/AN1126/AN0576/AN1661/AN2246/AN2363/AN3435/AN3101/AN5791
FALSE	TRUE	FALSE	TRUE	5	GO:0006903	vesicle targeting	1	1/374	AN6033
FALSE	TRUE	FALSE	TRUE	5	GO:0006928	movement of cell or subcellular component	4	4/374	AN6875/AN0316/AN0118/AN2128
FALSE	TRUE	FALSE	TRUE	5	GO:0006949	syncytium formation	1	1/374	AN6190
FALSE	TRUE	FALSE	TRUE	5	GO:0007049	cell cycle	27	27/374	AN10621/AN4936/AN4597/AN8182/AN4182/AN7185/AN7423/AN10956/AN6305/AN6505/AN6542/AN0808/AN0316/AN10063/AN0144/AN0118/AN1661/AN1875/AN2047/AN2128/AN2246/AN9113/AN3435/AN2854/AN5686/AN5574/AN5518
FALSE	TRUE	FALSE	TRUE	5	GO:0007154	cell communication	27	27/374	AN5020/AN4546/AN8842/AN4182/AN10434/AN9492/AN7602/AN6400/AN6305/AN6221/AN6210/AN6120/AN6064/AN6505/AN6570/AN1377/AN1126/AN0576/AN0241/AN0118/AN1661/AN2246/AN2363/AN3441/AN3435/AN3101/AN5791
FALSE	TRUE	FALSE	TRUE	5	GO:0007163	establishment or maintenance of cell polarity	7	7/374	AN5020/AN4547/AN8182/AN6542/AN0316/AN0118/AN2968
FALSE	TRUE	FALSE	TRUE	5	GO:0008219	cell death	2	2/374	AN4064/AN10184
FALSE	TRUE	FALSE	TRUE	5	GO:0019835	cytolysis	1	1/374	AN10184
FALSE	TRUE	FALSE	TRUE	5	GO:0016043	cellular component organization	61	61/374	AN5020/AN10621/AN4872/AN4597/AN4552/AN11131/AN8842/AN8827/AN8182/AN4182/AN3879/AN3758/AN3745/AN10466/AN3632/AN10925/AN7185/AN7029/AN7423/AN10956/AN6305/AN6210/AN11500/AN6034/AN6033/AN5960/AN6505/AN6542/AN6570/AN1191/AN1039/AN0816/AN0808/AN0745/AN0643/AN0576/AN0558/AN0462/AN0447/AN0316/AN10063/AN0241/AN0133/AN0118/AN1937/AN10237/AN2047/AN2128/AN2155/AN2213/AN2464/AN9113/AN3441/AN3116/AN11694/AN2854/AN5686/AN5643/AN5518/AN5491/AN5443
FALSE	TRUE	FALSE	TRUE	5	GO:0016458	gene silencing	8	8/374	AN10621/AN3879/AN10956/AN6505/AN1191/AN1039/AN2854/AN5643
FALSE	TRUE	FALSE	TRUE	5	GO:0019725	cellular homeostasis	7	7/374	AN8842/AN7185/AN6305/AN10804/AN0241/AN3435/AN3117
FALSE	TRUE	FALSE	TRUE	5	GO:0022402	cell cycle process	24	24/374	AN10621/AN4936/AN4597/AN8182/AN4182/AN7185/AN7423/AN6505/AN6542/AN0808/AN0316/AN10063/AN0144/AN0118/AN1661/AN2047/AN2128/AN2246/AN9113/AN3435/AN2854/AN5686/AN5574/AN5518
FALSE	TRUE	FALSE	TRUE	5	GO:0022406	membrane docking	4	4/374	AN6210/AN0462/AN10061/AN2518
FALSE	TRUE	FALSE	TRUE	5	GO:0030029	actin filament-based process	3	3/374	AN4182/AN6542/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0032940	secretion by cell	5	5/374	AN6210/AN6542/AN0462/AN10061/AN2518
FALSE	TRUE	FALSE	TRUE	5	GO:0036166	phenotypic switching	2	2/374	AN6305/AN6505
FALSE	TRUE	FALSE	TRUE	5	GO:0044764	multi-organism cellular process	7	7/374	AN4182/AN6305/AN6505/AN10184/AN2047/AN5791/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0048522	positive regulation of cellular process	30	30/374	AN5020/AN4936/AN4465/AN11131/AN8182/AN4182/AN7185/AN7423/AN10956/AN7542/AN7602/AN6305/AN6505/AN6570/AN10184/AN1039/AN0808/AN0576/AN0388/AN0241/AN0156/AN1661/AN1937/AN2246/AN3435/AN3116/AN2854/AN5791/AN5719/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0048523	negative regulation of cellular process	26	26/374	AN10621/AN4936/AN4546/AN4465/AN4182/AN3879/AN10956/AN6305/AN6221/AN6505/AN1377/AN1272/AN1191/AN1179/AN1132/AN1039/AN10063/AN0241/AN0156/AN2128/AN2246/AN9113/AN3435/AN2854/AN5686/AN5643
FALSE	TRUE	FALSE	TRUE	5	GO:0048869	cellular developmental process	23	23/374	AN5021/AN5020/AN10621/AN8842/AN7185/AN7542/AN6305/AN6505/AN6542/AN10184/AN0316/AN0241/AN0144/AN0118/AN1661/AN1937/AN2047/AN2129/AN2246/AN2464/AN3441/AN3435/AN2854
FALSE	TRUE	FALSE	TRUE	5	GO:0050794	regulation of cellular process	66	66/374	AN5020/AN10621/AN4936/AN4837/AN4546/AN4465/AN11131/AN8842/AN8827/AN8035/AN8182/AN4182/AN3879/AN10467/AN9492/AN7185/AN7423/AN10956/AN7542/AN7602/AN6396/AN6305/AN6221/AN6210/AN6120/AN5859/AN6505/AN6542/AN6570/AN6790/AN10184/AN1377/AN1272/AN1191/AN1179/AN1132/AN1126/AN1039/AN0808/AN0576/AN0388/AN0316/AN10063/AN0241/AN0197/AN0156/AN8902/AN1661/AN1937/AN2047/AN2128/AN2129/AN2246/AN2363/AN9113/AN3435/AN3255/AN3116/AN3101/AN2854/AN5791/AN5719/AN5686/AN5643/AN5569/AN5342
FALSE	TRUE	FALSE	TRUE	5	GO:0051301	cell division	10	10/374	AN8182/AN4182/AN6542/AN10061/AN0118/AN1875/AN2047/AN2128/AN5686/AN5518
FALSE	TRUE	FALSE	TRUE	5	GO:0051651	maintenance of location in cell	3	3/374	AN7185/AN5915/AN0576
FALSE	TRUE	FALSE	TRUE	5	GO:0051716	cellular response to stimulus	57	57/374	AN5020/AN10621/AN4552/AN4546/AN8842/AN11071/AN4283/AN4182/AN3954/AN3879/AN3745/AN10434/AN9492/AN7029/AN7423/AN10956/AN7602/AN6400/AN6305/AN6300/AN6221/AN6210/AN6120/AN6064/AN6505/AN6506/AN6517/AN6542/AN6570/AN1377/AN1272/AN1191/AN1126/AN1039/AN0576/AN0316/AN10063/AN0241/AN0240/AN0118/AN1661/AN2047/AN2246/AN2363/AN3441/AN3435/AN3101/AN11694/AN2968/AN2854/AN5114/AN5791/AN5722/AN5643/AN5574/AN5569/AN5342
FALSE	TRUE	FALSE	TRUE	5	GO:0061919	process utilizing autophagic mechanism	10	10/374	AN3879/AN10956/AN6360/AN1126/AN0576/AN0156/AN2047/AN2246/AN5491/AN5442
FALSE	TRUE	FALSE	TRUE	5	GO:0071554	cell wall organization or biogenesis	9	9/374	AN8842/AN6305/AN6542/AN0558/AN0388/AN0241/AN1937/AN3441/AN11694
FALSE	TRUE	FALSE	TRUE	5	GO:0140029	exocytic process	3	3/374	AN6210/AN0462/AN2518
FALSE	TRUE	FALSE	TRUE	5	GO:0043609	regulation of carbon utilization	1	1/374	AN0388
FALSE	TRUE	FALSE	TRUE	5	GO:0006808	regulation of nitrogen utilization	2	2/374	AN6221/AN3255
FALSE	TRUE	FALSE	TRUE	5	GO:0000742	karyogamy involved in conjugation with cellular fusion	1	1/374	AN2047
FALSE	TRUE	FALSE	TRUE	5	GO:0003006	developmental process involved in reproduction	17	17/374	AN10621/AN8182/AN7185/AN6305/AN6221/AN6190/AN6505/AN6542/AN1376/AN0144/AN0118/AN1661/AN1937/AN2047/AN2129/AN3435/AN2854
FALSE	TRUE	FALSE	TRUE	5	GO:0007534	gene conversion at mating-type locus	1	1/374	AN10621
FALSE	TRUE	FALSE	TRUE	5	GO:0022413	reproductive process in single-celled organism	8	8/374	AN10621/AN7185/AN6542/AN0144/AN1661/AN2047/AN2854/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0032220	plasma membrane fusion involved in cytogamy	1	1/374	AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0044703	multi-organism reproductive process	15	15/374	AN4182/AN7185/AN6305/AN6221/AN6190/AN6505/AN6542/AN1376/AN0144/AN1661/AN2047/AN2129/AN3435/AN5791/AN5686
FALSE	TRUE	FALSE	TRUE	5	GO:0051321	meiotic cell cycle	13	13/374	AN10621/AN4182/AN7185/AN7423/AN6305/AN6505/AN6542/AN10063/AN0144/AN1661/AN2047/AN2128/AN3435
FALSE	TRUE	FALSE	TRUE	5	GO:1902441	protein localization to meiotic spindle pole body	1	1/374	AN2047
FALSE	TRUE	FALSE	TRUE	5	GO:1903046	meiotic cell cycle process	12	12/374	AN10621/AN4182/AN7185/AN7423/AN6505/AN6542/AN10063/AN0144/AN1661/AN2047/AN2128/AN3435
FALSE	TRUE	FALSE	TRUE	5	GO:2000241	regulation of reproductive process	7	7/374	AN4182/AN6305/AN6505/AN10063/AN1661/AN3435/AN5791
FALSE	TRUE	FALSE	TRUE	5	GO:2000242	negative regulation of reproductive process	3	3/374	AN4182/AN6305/AN10063
FALSE	TRUE	FALSE	TRUE	5	GO:2000243	positive regulation of reproductive process	6	6/374	AN4182/AN6305/AN6505/AN1661/AN3435/AN5791
