hasPeak.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	group	ID	Description	Count	GeneRatio	geneID
FALSE	FALSE	FALSE	TRUE	1	GO:0019222	regulation of metabolic process	110	110/1033	AN10621/AN11773/AN4939/AN4936/AN4892/AN4891/AN4819/AN4783/AN4585/AN4530/AN4493/AN4489/AN4343/AN4317/AN8847/AN8836/AN8770/AN7951/AN8035/AN8042/AN8232/AN4238/AN10526/AN4163/AN10489/AN3863/AN3806/AN3761/AN3683/AN3648/AN3602/AN7296/AN7118/AN7051/AN7461/AN10957/AN7554/AN7628/AN11003/AN7697/AN6396/AN6223/AN6221/AN6214/AN6147/AN5814/AN6492/AN6632/AN6667/AN6687/AN6705/AN6715/AN6832/AN9293/AN9399/AN1400/AN1345/AN1191/AN1168/AN1158/AN1132/AN1039/AN1028/AN1019/AN0999/AN0978/AN0974/AN0874/AN0872/AN0585/AN0349/AN0297/AN0253/AN0106/AN0081/AN8894/AN1406/AN1488/AN1491/AN1521/AN1546/AN1560/AN1639/AN11793/AN1867/AN2246/AN10280/AN2278/AN2296/AN12120/AN2426/AN9120/AN9116/AN9113/AN3356/AN3154/AN3120/AN3108/AN3095/AN2973/AN2905/AN2856/AN2850/AN10337/AN8506/AN10635/AN5722/AN10701/AN5494/AN5390
FALSE	FALSE	FALSE	TRUE	1	GO:0019748	secondary metabolic process	20	20/1033	AN4819/AN8770/AN7901/AN8042/AN4054/AN7489/AN5885/AN9399/AN1191/AN1035/AN0106/AN0081/AN10215/AN1598/AN1898/AN1899/AN2038/AN2850/AN2623/AN8507
FALSE	FALSE	FALSE	TRUE	1	GO:0032259	methylation	14	14/1033	AN4493/AN8799/AN8042/AN10526/AN10489/AN7051/AN6147/AN9399/AN1191/AN0757/AN2426/AN3096/AN2850/AN2759
FALSE	FALSE	FALSE	TRUE	1	GO:0042440	pigment metabolic process	7	7/1033	AN5885/AN6710/AN1403/AN8872/AN1898/AN1899/AN5644
FALSE	FALSE	FALSE	TRUE	1	GO:0044237	cellular metabolic process	406	406/1033	AN5057/AN10621/AN11773/AN4993/AN4992/AN4959/AN4939/AN4936/AN4916/AN4892/AN4891/AN4874/AN4872/AN4830/AN4819/AN4783/AN12221/AN4743/AN4691/AN4687/AN4684/AN4652/AN4594/AN4585/AN4584/AN4530/AN4523/AN4522/AN4494/AN4493/AN4492/AN4489/AN10557/AN4457/AN4415/AN4414/AN4380/AN4343/AN4331/AN4317/AN4309/AN4308/AN4303/AN8867/AN8853/AN8848/AN8847/AN8836/AN8827/AN8800/AN8799/AN8793/AN8770/AN8712/AN8705/AN7951/AN8012/AN11032/AN8035/AN8042/AN8061/AN8074/AN8191/AN8201/AN8203/AN8204/AN11060/AN8232/AN8280/AN11072/AN8288/AN4244/AN4238/AN10526/AN4226/AN4202/AN4163/AN4087/AN4086/AN4060/AN4057/AN4054/AN10497/AN3955/AN3920/AN3910/AN3909/AN10489/AN3890/AN3863/AN3846/AN3841/AN3824/AN3814/AN3806/AN3805/AN3797/AN10444/AN3761/AN3745/AN3702/AN3683/AN3648/AN3634/AN3602/AN3593/AN3546/AN7354/AN7325/AN7296/AN10901/AN7123/AN7118/AN7051/AN7032/AN7029/AN7019/AN7424/AN7430/AN7439/AN7461/AN7462/AN7479/AN7489/AN10943/AN10944/AN7502/AN10957/AN7526/AN7554/AN7568/AN7608/AN7621/AN7628/AN7629/AN11003/AN7697/AN11004/AN11019/AN7770/AN7847/AN6396/AN6374/AN6352/AN6351/AN6346/AN6329/AN6310/AN6303/AN6302/AN6300/AN6251/AN6223/AN10791/AN6221/AN6214/AN6202/AN6182/AN6171/AN6170/AN6147/AN6146/AN6110/AN11499/AN6037/AN5997/AN5979/AN9469/AN9468/AN5957/AN10755/AN5916/AN5885/AN5865/AN5862/AN5842/AN5824/AN5815/AN5814/AN6492/AN6496/AN6517/AN6536/AN6556/AN6561/AN6580/AN6585/AN12011/AN6632/AN6639/AN6667/AN6675/AN6687/AN6705/AN6710/AN6711/AN6712/AN6713/AN6715/AN6717/AN6768/AN6832/AN10855/AN6895/AN6896/AN12491/AN9268/AN9293/AN9362/AN9398/AN9399/AN9400/AN9402/AN9403/AN1403/AN1400/AN10188/AN9465/AN1353/AN1345/AN1315/AN1263/AN1228/AN1191/AN1175/AN1172/AN1171/AN1168/AN1165/AN1158/AN1132/AN1131/AN1092/AN1080/AN1068/AN1059/AN1039/AN1035/AN1028/AN1019/AN0999/AN0984/AN0978/AN0974/AN0907/AN0879/AN0874/AN0872/AN0843/AN0776/AN0757/AN0746/AN0714/AN0687/AN0661/AN0636/AN0585/AN10082/AN0490/AN0465/AN0452/AN10079/AN0423/AN0421/AN0354/AN10060/AN0349/AN0321/AN0312/AN0305/AN0304/AN0297/AN0278/AN10032/AN0253/AN0252/AN0205/AN0174/AN0153/AN0106/AN0104/AN0081/AN10007/AN0040/AN8894/AN11145/AN8881/AN8878/AN8872/AN10206/AN1406/AN1407/AN1434/AN1446/AN1467/AN1488/AN1491/AN1508/AN10215/AN1521/AN1522/AN1546/AN1560/AN1637/AN1638/AN1639/AN1683/AN11793/AN1867/AN1868/AN1896/AN1897/AN1898/AN1899/AN1921/AN1968/AN1973/AN2144/AN2163/AN2240/AN2246/AN10281/AN10280/AN2256/AN2261/AN2278/AN2280/AN2281/AN2292/AN2296/AN2396/AN12120/AN2426/AN2446/AN12233/AN2450/AN2451/AN2464/AN2525/AN9157/AN9126/AN9125/AN9120/AN9116/AN9113/AN9094/AN11183/AN3470/AN3466/AN3462/AN3455/AN10414/AN10416/AN10394/AN3356/AN3313/AN3173/AN3172/AN3167/AN3154/AN3132/AN3120/AN3119/AN3108/AN3096/AN3095/AN2992/AN2973/AN2925/AN2905/AN2867/AN2856/AN2850/AN2829/AN2759/AN2623/AN8491/AN8506/AN8545/AN10635/AN5162/AN5206/AN5222/AN5237/AN10719/AN10710/AN5722/AN5721/AN5701/AN10731/AN5662/AN10712/AN10701/AN5658/AN5646/AN5644/AN5635/AN5631/AN5617/AN5606/AN5601/AN5529/AN5520/AN5494/AN5408/AN5390
FALSE	FALSE	FALSE	TRUE	1	GO:0044238	primary metabolic process	392	392/1033	AN5057/AN10621/AN11773/AN4993/AN4992/AN4959/AN4939/AN4936/AN4916/AN4892/AN4891/AN4874/AN4872/AN4830/AN4819/AN4783/AN12221/AN4743/AN4691/AN4687/AN4684/AN4652/AN4594/AN4585/AN4584/AN4530/AN4523/AN4522/AN4494/AN4493/AN4492/AN4489/AN10557/AN4457/AN4415/AN4414/AN4380/AN4343/AN4331/AN10540/AN4317/AN4309/AN4308/AN4303/AN8867/AN8853/AN8848/AN8847/AN8836/AN8827/AN8800/AN8799/AN8793/AN8790/AN8783/AN8770/AN8712/AN8705/AN7951/AN8012/AN11032/AN8035/AN8042/AN8044/AN8061/AN8074/AN8191/AN8201/AN8203/AN8204/AN11060/AN8232/AN11063/AN8280/AN11072/AN8288/AN4286/AN4244/AN4238/AN10526/AN4226/AN4202/AN4163/AN4087/AN4086/AN4060/AN4057/AN4054/AN10497/AN3955/AN3910/AN3909/AN10489/AN3890/AN3863/AN3846/AN3841/AN3824/AN3814/AN3806/AN3797/AN3761/AN3745/AN3702/AN3683/AN3648/AN3634/AN3602/AN3593/AN3583/AN3546/AN7354/AN7325/AN7296/AN7211/AN10901/AN7123/AN7118/AN7051/AN7032/AN7029/AN7019/AN7424/AN7430/AN7439/AN7461/AN7479/AN7489/AN10943/AN10944/AN7502/AN10957/AN7526/AN7554/AN7608/AN7628/AN11003/AN7697/AN11004/AN11019/AN7770/AN6396/AN6374/AN6352/AN6346/AN6329/AN6310/AN6303/AN6302/AN6300/AN6251/AN6223/AN10791/AN6221/AN6214/AN6202/AN6182/AN6171/AN6170/AN6147/AN6146/AN6110/AN11499/AN6037/AN5997/AN5979/AN9469/AN9468/AN5957/AN10755/AN5916/AN5885/AN5865/AN5862/AN5842/AN5824/AN5815/AN5814/AN6492/AN6496/AN6517/AN6536/AN6556/AN6561/AN6580/AN6585/AN12011/AN6632/AN6639/AN6667/AN6675/AN6687/AN6705/AN6711/AN6712/AN6713/AN6715/AN6717/AN6768/AN6832/AN10855/AN6895/AN6896/AN12491/AN9293/AN9362/AN9398/AN9399/AN9400/AN9402/AN1400/AN10188/AN9465/AN1353/AN1345/AN1315/AN1263/AN1228/AN1191/AN1175/AN1172/AN1171/AN1168/AN1165/AN1158/AN1132/AN1080/AN1068/AN1039/AN1028/AN1019/AN0999/AN0984/AN0978/AN0974/AN0907/AN0879/AN0874/AN0872/AN0843/AN0776/AN0757/AN0714/AN0687/AN0661/AN0636/AN0585/AN0558/AN10082/AN0490/AN0465/AN0452/AN0423/AN0421/AN0354/AN10060/AN0349/AN0321/AN0312/AN0305/AN0304/AN0297/AN0278/AN10032/AN0253/AN0252/AN0174/AN0153/AN0106/AN0104/AN10007/AN0040/AN8894/AN11145/AN8881/AN8878/AN8872/AN10206/AN1406/AN1434/AN1446/AN1467/AN1488/AN1491/AN1508/AN10215/AN1521/AN1522/AN1546/AN1560/AN1637/AN1638/AN1639/AN1683/AN11793/AN1867/AN1868/AN1896/AN1897/AN1898/AN1899/AN1921/AN1968/AN2163/AN10274/AN2240/AN2246/AN10281/AN10280/AN2256/AN2261/AN2278/AN2281/AN2292/AN2296/AN2396/AN12120/AN2426/AN2446/AN12233/AN2450/AN2451/AN2464/AN2525/AN9157/AN9126/AN9125/AN9120/AN9116/AN9113/AN9094/AN11183/AN3470/AN3466/AN3462/AN3455/AN10414/AN10416/AN10394/AN3356/AN3313/AN3173/AN3172/AN3167/AN3154/AN3132/AN3120/AN3108/AN3096/AN3095/AN2992/AN2973/AN2946/AN2925/AN2905/AN2867/AN2856/AN2850/AN2829/AN10337/AN2759/AN2684/AN8491/AN8506/AN8545/AN10635/AN5162/AN5206/AN5222/AN5237/AN10719/AN5777/AN10710/AN5722/AN5721/AN5701/AN10731/AN5662/AN10712/AN10701/AN5646/AN5644/AN5635/AN5631/AN5619/AN5617/AN5601/AN5529/AN5520/AN5494/AN5408/AN5390
FALSE	FALSE	FALSE	TRUE	1	GO:0044281	small molecule metabolic process	108	108/1033	AN4939/AN4830/AN4819/AN12221/AN4743/AN4691/AN4687/AN4584/AN4380/AN8867/AN8800/AN8793/AN8790/AN8770/AN8012/AN8042/AN8203/AN8204/AN8280/AN4163/AN4086/AN4054/AN3846/AN3824/AN3805/AN3702/AN3634/AN3593/AN10901/AN7051/AN7430/AN7479/AN7489/AN7770/AN6346/AN6251/AN6182/AN11499/AN6037/AN5957/AN5916/AN5862/AN5842/AN6536/AN6639/AN6711/AN6717/AN9400/AN9402/AN9403/AN10188/AN1263/AN1191/AN1132/AN1059/AN1039/AN1035/AN0999/AN0687/AN0490/AN10079/AN0423/AN0354/AN10032/AN0252/AN0205/AN0174/AN0106/AN8881/AN8878/AN8872/AN1446/AN10215/AN1637/AN1639/AN1868/AN1896/AN1897/AN1898/AN1899/AN1921/AN1968/AN2144/AN2281/AN2396/AN2525/AN9157/AN9116/AN9094/AN3466/AN3313/AN3132/AN3096/AN2925/AN2867/AN2829/AN2623/AN8545/AN5162/AN5206/AN5237/AN10710/AN5701/AN5662/AN5646/AN5644/AN5606/AN5601
FALSE	FALSE	FALSE	TRUE	1	GO:0070085	glycosylation	5	5/1033	AN8848/AN6182/AN0104/AN8878/AN1683
FALSE	FALSE	FALSE	TRUE	1	GO:0070988	demethylation	1	1/1033	AN7554
FALSE	FALSE	FALSE	TRUE	1	GO:0071704	organic substance metabolic process	415	415/1033	AN5057/AN10621/AN11773/AN4993/AN4992/AN4959/AN4939/AN4936/AN4916/AN4892/AN4891/AN4874/AN4872/AN4830/AN4819/AN4783/AN12221/AN4743/AN4691/AN4687/AN4684/AN4652/AN4594/AN4585/AN4584/AN4530/AN4523/AN4522/AN4494/AN4493/AN4492/AN4489/AN10557/AN4457/AN4415/AN4414/AN4380/AN4343/AN4331/AN10540/AN4317/AN4309/AN4308/AN4303/AN8867/AN8853/AN8848/AN8847/AN8836/AN8827/AN8800/AN8799/AN8793/AN8790/AN8783/AN8770/AN8712/AN8705/AN7951/AN8012/AN11032/AN8035/AN8042/AN8044/AN8061/AN8074/AN8191/AN8201/AN8203/AN8204/AN11060/AN8232/AN11063/AN8280/AN11072/AN8288/AN4286/AN4244/AN4238/AN10526/AN4226/AN4202/AN4163/AN4087/AN4086/AN4060/AN4057/AN4054/AN4053/AN10497/AN3955/AN3920/AN3910/AN3909/AN10489/AN3890/AN3863/AN3846/AN3841/AN3824/AN3814/AN3806/AN3805/AN3797/AN10444/AN3761/AN3745/AN3702/AN3683/AN3648/AN3634/AN3602/AN3593/AN3583/AN3546/AN7354/AN7325/AN7296/AN7211/AN10901/AN7123/AN7118/AN7051/AN7032/AN7029/AN7019/AN7424/AN7430/AN7439/AN7461/AN7479/AN7489/AN10943/AN10944/AN7502/AN10957/AN7526/AN7554/AN7568/AN7608/AN7621/AN7628/AN11003/AN7697/AN11004/AN11019/AN7770/AN7847/AN6396/AN6374/AN6352/AN6346/AN6329/AN6310/AN6303/AN6302/AN6300/AN6251/AN6223/AN10791/AN6221/AN6214/AN6202/AN6182/AN6171/AN6170/AN6147/AN6146/AN6110/AN11499/AN6037/AN5997/AN5979/AN9469/AN9468/AN5957/AN10755/AN5916/AN5885/AN5865/AN5862/AN5842/AN5824/AN5815/AN5814/AN6492/AN6496/AN6517/AN6536/AN6556/AN6561/AN6580/AN6585/AN12011/AN6632/AN6639/AN6667/AN6675/AN6687/AN6705/AN6710/AN6711/AN6712/AN6713/AN6715/AN6717/AN6768/AN6832/AN10855/AN6895/AN6896/AN12491/AN9293/AN9362/AN9398/AN9399/AN9400/AN9402/AN9403/AN1403/AN1400/AN10188/AN9465/AN1353/AN1345/AN1315/AN1263/AN1245/AN1228/AN1191/AN1190/AN1175/AN1172/AN1171/AN1168/AN1165/AN1158/AN1157/AN1132/AN1092/AN1080/AN1068/AN1059/AN1039/AN1035/AN1028/AN1019/AN0999/AN0984/AN0978/AN0974/AN0907/AN0879/AN0874/AN0872/AN0843/AN0776/AN0757/AN0714/AN0687/AN0661/AN0636/AN0585/AN0558/AN10082/AN0490/AN0465/AN0452/AN10079/AN0423/AN0421/AN0354/AN10060/AN0349/AN0321/AN0312/AN0305/AN0304/AN0297/AN0278/AN10032/AN0253/AN0252/AN0205/AN0174/AN0153/AN0106/AN0104/AN0081/AN10007/AN0040/AN8894/AN11145/AN8881/AN8878/AN8872/AN10206/AN1406/AN1434/AN1446/AN1467/AN1488/AN1491/AN1508/AN10215/AN1521/AN1522/AN1546/AN1560/AN1637/AN1638/AN1639/AN1683/AN11793/AN1867/AN1868/AN1896/AN1897/AN1898/AN1899/AN1921/AN1968/AN2144/AN2163/AN10274/AN2240/AN2246/AN10281/AN10280/AN2256/AN2261/AN2278/AN2281/AN2292/AN2296/AN2396/AN12120/AN2426/AN2446/AN12233/AN2450/AN2451/AN2464/AN2525/AN9157/AN9126/AN9125/AN9120/AN9116/AN9113/AN9094/AN11183/AN3470/AN3466/AN3462/AN3455/AN10414/AN10416/AN10394/AN3356/AN3313/AN3173/AN3172/AN3167/AN3154/AN3132/AN3120/AN3108/AN3096/AN3095/AN2992/AN2973/AN2946/AN2925/AN2905/AN2867/AN2856/AN2850/AN2829/AN10337/AN2759/AN2684/AN2623/AN8491/AN8506/AN8545/AN10635/AN5162/AN5206/AN5222/AN5237/AN10719/AN5777/AN10710/AN5722/AN5721/AN5701/AN10731/AN5662/AN10712/AN10701/AN5658/AN5646/AN5644/AN5635/AN5631/AN5619/AN5617/AN5606/AN5601/AN5529/AN5520/AN5494/AN5408/AN5390
FALSE	FALSE	FALSE	TRUE	1	GO:0031640	killing of cells of other organism	1	1/1033	AN3583
FALSE	FALSE	FALSE	TRUE	1	GO:0002682	regulation of immune system process	1	1/1033	AN3583
FALSE	FALSE	FALSE	TRUE	1	GO:0002684	positive regulation of immune system process	1	1/1033	AN3583
FALSE	FALSE	FALSE	TRUE	1	GO:0006955	immune response	1	1/1033	AN3583
FALSE	FALSE	FALSE	TRUE	1	GO:0016049	cell growth	12	12/1033	AN5020/AN4743/AN8862/AN6214/AN6037/AN1324/AN1171/AN1168/AN0106/AN2464/AN5162/AN5686
FALSE	FALSE	FALSE	TRUE	1	GO:0007117	budding cell bud growth	3	3/1033	AN8862/AN1324/AN1875
FALSE	FALSE	FALSE	TRUE	1	GO:0030447	filamentous growth	61	61/1033	AN5057/AN5020/AN4819/AN4743/AN4685/AN12465/AN4380/AN8862/AN8848/AN8836/AN11032/AN8044/AN11063/AN4238/AN4202/AN4167/AN3841/AN3806/AN3735/AN3683/AN3583/AN7032/AN7462/AN7697/AN7766/AN6225/AN10791/AN6214/AN6037/AN5814/AN6496/AN6510/AN6687/AN9398/AN1324/AN1191/AN1171/AN1168/AN0305/AN0268/AN0253/AN0163/AN0081/AN1546/AN1560/AN11793/AN2246/AN2278/AN2281/AN2464/AN2516/AN9126/AN3095/AN3026/AN8488/AN10647/AN5162/AN5686/AN10701/AN5632/AN5529
