hasPeak.An_rpdA_20h_HA_1	hasPeak.An_rpdA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
FALSE	TRUE	2	GO:0016043	cellular component organization	101	101/1033	AN5008/AN11775/AN4998/AN4953/AN4894/AN4860/AN10584/AN4719/AN4633/AN4632/AN4601/AN4579/AN4555/AN11913/AN4469/AN4453/AN4407/AN11136/AN8796/AN8751/AN8724/AN8702/AN8698/AN9467/AN8071/AN8182/AN8257/AN4281/AN10466/AN3696/AN10453/AN11721/AN3619/AN3598/AN3594/AN3579/AN7349/AN10925/AN7487/AN7677/AN7695/AN7748/AN6305/AN6297/AN6293/AN10788/AN6068/AN5919/AN6553/AN6681/AN6682/AN12408/AN1255/AN1242/AN1237/AN1205/AN1170/AN1063/AN0910/AN0816/AN0770/AN0703/AN0576/AN0559/AN0472/AN0327/AN0290/AN0257/AN0166/AN8877/AN1408/AN1462/AN1485/AN1545/AN1708/AN10229/AN1850/AN1876/AN1929/AN1937/AN1965/AN2047/AN2048/AN2155/AN2212/AN2213/AN2214/AN2279/AN2426/AN2438/AN2439/AN3448/AN3111/AN2854/AN10336/AN2752/AN5105/AN5786/AN5785/AN5778/AN5495
FALSE	TRUE	2	GO:0016458	gene silencing	8	8/1033	AN8796/AN8724/AN1255/AN1237/AN1170/AN1929/AN2426/AN2854
FALSE	TRUE	2	GO:0019725	cellular homeostasis	20	20/1033	AN5008/AN4932/AN8791/AN8702/AN8671/AN3913/AN3624/AN7641/AN7666/AN6305/AN6293/AN6107/AN1016/AN0703/AN1876/AN1882/AN2180/AN3435/AN5786/AN11956
FALSE	TRUE	2	GO:0022402	cell cycle process	41	41/1033	AN4632/AN4601/AN4555/AN4453/AN4407/AN8751/AN9467/AN8071/AN8182/AN11721/AN3619/AN3594/AN3579/AN7104/AN7487/AN7678/AN6069/AN6553/AN6578/AN6749/AN1237/AN1207/AN1170/AN1016/AN0472/AN0290/AN0166/AN0144/AN1545/AN10229/AN1965/AN2047/AN2426/AN2438/AN2439/AN3435/AN3111/AN2854/AN10336/AN5778/AN5495
FALSE	TRUE	2	GO:0030029	actin filament-based process	12	12/1033	AN4998/AN4953/AN4453/AN8751/AN8698/AN9467/AN3696/AN7487/AN0290/AN1462/AN1545/AN5778
FALSE	TRUE	2	GO:0032940	secretion by cell	6	6/1033	AN4890/AN4281/AN7487/AN12122/AN2048/AN2877
FALSE	TRUE	2	GO:0036166	phenotypic switching	3	3/1033	AN3913/AN6305/AN1237
FALSE	TRUE	2	GO:0044764	multi-organism cellular process	18	18/1033	AN4998/AN4894/AN3913/AN3598/AN7349/AN7346/AN7487/AN7695/AN6305/AN6162/AN10184/AN1016/AN0472/AN2047/AN2752/AN5105/AN5791/AN12437
FALSE	TRUE	2	GO:0048522	positive regulation of cellular process	46	46/1033	AN4998/AN4719/AN4465/AN8796/AN8751/AN8698/AN9467/AN8182/AN3913/AN3628/AN7346/AN7104/AN7487/AN7602/AN7695/AN7820/AN6305/AN6293/AN10788/AN6162/AN5808/AN6553/AN6578/AN6889/AN10184/AN1205/AN1016/AN0910/AN0770/AN10105/AN0576/AN0388/AN0290/AN0256/AN0167/AN0156/AN1462/AN1485/AN1545/AN1937/AN3435/AN2877/AN2854/AN5791/AN5778/AN5495
FALSE	TRUE	2	GO:0048523	negative regulation of cellular process	36	36/1033	AN4998/AN4932/AN4536/AN4465/AN4407/AN8796/AN8751/AN8724/AN9467/AN8257/AN4166/AN3913/AN3737/AN3619/AN7695/AN6305/AN6293/AN6578/AN6749/AN1255/AN1237/AN1207/AN1179/AN1170/AN1016/AN0290/AN0156/AN1462/AN1485/AN1545/AN1929/AN2426/AN2439/AN3435/AN2854/AN5495
FALSE	TRUE	2	GO:0048869	cellular developmental process	36	36/1033	AN4953/AN4719/AN4632/AN4601/AN4407/AN8751/AN9467/AN8071/AN8257/AN3913/AN11721/AN3594/AN7104/AN7487/AN7678/AN7695/AN6305/AN6578/AN6749/AN10184/AN1237/AN1170/AN1016/AN0472/AN0256/AN0144/AN1485/AN1545/AN10229/AN1937/AN2047/AN2426/AN3448/AN3435/AN2854/AN2752
FALSE	TRUE	2	GO:0050794	regulation of cellular process	132	132/1033	AN5052/AN4998/AN4972/AN4953/AN4933/AN4932/AN10606/AN4837/AN4795/AN4719/AN4632/AN4536/AN4465/AN4407/AN8796/AN8751/AN8724/AN8698/AN8671/AN9467/AN8071/AN8111/AN8164/AN8182/AN8257/AN4281/AN4166/AN3913/AN3868/AN3769/AN3768/AN3737/AN3628/AN3619/AN3598/AN7346/AN7104/AN7072/AN7487/AN7602/AN10999/AN7695/AN7819/AN7820/AN6305/AN6293/AN6218/AN10789/AN10788/AN6162/AN6145/AN5808/AN10832/AN12122/AN6553/AN6578/AN6747/AN6749/AN6820/AN6889/AN10184/AN1255/AN1237/AN1207/AN1205/AN1179/AN1170/AN1016/AN0910/AN0835/AN0770/AN0748/AN0703/AN0658/AN10105/AN0576/AN0568/AN10083/AN0388/AN0327/AN0290/AN0256/AN0197/AN0191/AN0167/AN0156/AN8902/AN1408/AN1462/AN10192/AN1485/AN1545/AN1850/AN1882/AN1929/AN1937/AN2020/AN2025/AN2047/AN2214/AN2363/AN2426/AN2439/AN2481/AN9221/AN11188/AN9096/AN3449/AN3448/AN3435/AN3420/AN3111/AN2947/AN2901/AN2877/AN2854/AN9458/AN10336/AN8298/AN8345/AN8426/AN8473/AN5105/AN10638/AN5791/AN5786/AN5778/AN5691/AN5569/AN5495/AN5342/AN5299
FALSE	TRUE	2	GO:0051301	cell division	13	13/1033	AN4453/AN8751/AN9467/AN8182/AN7349/AN7487/AN12121/AN0472/AN0290/AN1545/AN1965/AN2047/AN5778
FALSE	TRUE	2	GO:0051651	maintenance of location in cell	3	3/1033	AN8751/AN3594/AN0576
FALSE	TRUE	2	GO:0051716	cellular response to stimulus	98	98/1033	AN4998/AN4953/AN4905/AN4894/AN4795/AN4719/AN4587/AN4555/AN4536/AN4519/AN4469/AN4456/AN4407/AN8796/AN8751/AN8702/AN8698/AN8671/AN9467/AN8216/AN8257/AN11071/AN4281/AN4277/AN4166/AN3913/AN3737/AN3696/AN11721/AN3619/AN3598/AN12151/AN7104/AN7487/AN7590/AN7594/AN7602/AN10999/AN7695/AN11015/AN6305/AN6293/AN10788/AN12045/AN6145/AN6069/AN5901/AN12121/AN12122/AN6682/AN6820/AN1242/AN1237/AN1170/AN1016/AN0910/AN0770/AN0703/AN0598/AN0576/AN0568/AN0432/AN10064/AN0256/AN0167/AN0117/AN1545/AN1708/AN1733/AN1743/AN1810/AN1850/AN1929/AN2047/AN2132/AN2180/AN2212/AN2214/AN2272/AN2279/AN2363/AN2439/AN11188/AN3448/AN3435/AN3110/AN2947/AN2854/AN10336/AN5105/AN5235/AN5791/AN5778/AN5593/AN5569/AN10673/AN5342/AN5324
FALSE	TRUE	2	GO:0061919	process utilizing autophagic mechanism	10	10/1033	AN8796/AN8257/AN7695/AN5919/AN0576/AN0156/AN10213/AN2047/AN2048/AN2877
FALSE	TRUE	2	GO:0071554	cell wall organization or biogenesis	29	29/1033	AN4953/AN4860/AN4719/AN8751/AN8007/AN8138/AN8149/AN11054/AN3613/AN7349/AN7152/AN7695/AN6305/AN6293/AN9276/AN9389/AN1242/AN0472/AN0388/AN8877/AN1542/AN1554/AN1798/AN1937/AN1965/AN2359/AN3110/AN2752/AN5105
FALSE	TRUE	2	GO:1990748	cellular detoxification	2	2/1033	AN11015/AN2132
FALSE	TRUE	2	GO:0043609	regulation of carbon utilization	1	1/1033	AN0388
FALSE	TRUE	2	GO:0000742	karyogamy involved in conjugation with cellular fusion	1	1/1033	AN2047
FALSE	TRUE	2	GO:0003006	developmental process involved in reproduction	31	31/1033	AN4632/AN4601/AN4407/AN8751/AN8071/AN8182/AN3913/AN3594/AN7104/AN7487/AN7678/AN6305/AN5798/AN6578/AN6749/AN6866/AN1237/AN1170/AN1016/AN0568/AN0472/AN0144/AN10192/AN1545/AN10229/AN1937/AN2047/AN2426/AN3435/AN2854/AN5105
FALSE	TRUE	2	GO:0022413	reproductive process in single-celled organism	14	14/1033	AN4632/AN4601/AN4407/AN8071/AN3594/AN7104/AN7678/AN1237/AN1170/AN1016/AN0144/AN10229/AN2047/AN2854
FALSE	TRUE	2	GO:0044703	multi-organism reproductive process	29	29/1033	AN4998/AN4894/AN4632/AN4601/AN4407/AN8751/AN8071/AN3913/AN3598/AN3594/AN7349/AN7104/AN7487/AN7678/AN6305/AN6162/AN5798/AN6578/AN6749/AN6866/AN1016/AN0472/AN0144/AN1545/AN10229/AN2047/AN2426/AN3435/AN5791
FALSE	TRUE	2	GO:0051321	meiotic cell cycle	22	22/1033	AN4632/AN4601/AN4407/AN9467/AN8071/AN11721/AN3619/AN3594/AN7104/AN7678/AN6305/AN6578/AN6749/AN1237/AN1170/AN1016/AN0472/AN0144/AN10229/AN2047/AN2426/AN3435
FALSE	TRUE	2	GO:0070871	cell wall organization involved in conjugation with cellular fusion	2	2/1033	AN7349/AN0472
FALSE	TRUE	2	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	1	1/1033	AN1170
FALSE	TRUE	2	GO:1902441	protein localization to meiotic spindle pole body	1	1/1033	AN2047
FALSE	TRUE	2	GO:1903046	meiotic cell cycle process	21	21/1033	AN4632/AN4601/AN4407/AN9467/AN8071/AN11721/AN3619/AN3594/AN7104/AN7678/AN6578/AN6749/AN1237/AN1170/AN1016/AN0472/AN0144/AN10229/AN2047/AN2426/AN3435
FALSE	TRUE	2	GO:2000241	regulation of reproductive process	14	14/1033	AN4998/AN4632/AN4407/AN8071/AN3913/AN3619/AN7487/AN6305/AN6162/AN6578/AN6749/AN1016/AN3435/AN5791
FALSE	TRUE	2	GO:2000242	negative regulation of reproductive process	6	6/1033	AN4407/AN3913/AN6305/AN6578/AN6749/AN1016
FALSE	TRUE	2	GO:2000243	positive regulation of reproductive process	8	8/1033	AN4998/AN3913/AN7487/AN6305/AN6162/AN1016/AN3435/AN5791
FALSE	TRUE	2	GO:0007155	cell adhesion	5	5/1033	AN3913/AN7346/AN7695/AN6305/AN2752
FALSE	TRUE	2	GO:0023051	regulation of signaling	9	9/1033	AN4998/AN4953/AN4719/AN8796/AN9467/AN7602/AN7695/AN1545/AN5105
FALSE	TRUE	2	GO:0023056	positive regulation of signaling	2	2/1033	AN8796/AN7602
FALSE	TRUE	2	GO:0023057	negative regulation of signaling	4	4/1033	AN4998/AN9467/AN7695/AN1545
FALSE	TRUE	2	GO:0007275	multicellular organism development	17	17/1033	AN8751/AN8071/AN8182/AN3913/AN7104/AN7487/AN7678/AN6305/AN5798/AN6866/AN1016/AN0568/AN0144/AN10192/AN1545/AN3435/AN5105
FALSE	TRUE	2	GO:0032922	circadian regulation of gene expression	3	3/1033	AN1255/AN1485/AN3435
FALSE	TRUE	2	GO:0009653	anatomical structure morphogenesis	28	28/1033	AN4953/AN4719/AN4632/AN4601/AN4407/AN9467/AN8071/AN3594/AN7104/AN7487/AN7678/AN6305/AN6578/AN6749/AN1016/AN0910/AN0472/AN0256/AN0144/AN1485/AN1545/AN10229/AN1937/AN2047/AN2426/AN3448/AN3435/AN2752
FALSE	TRUE	2	GO:0007568	aging	4	4/1033	AN8257/AN11721/AN7695/AN1016
FALSE	TRUE	2	GO:0009847	spore germination	6	6/1033	AN8698/AN3913/AN6305/AN1242/AN1016/AN2047
FALSE	TRUE	2	GO:0048646	anatomical structure formation involved in morphogenesis	25	25/1033	AN4719/AN4632/AN4601/AN4407/AN9467/AN8071/AN3594/AN7104/AN7487/AN7678/AN6305/AN6578/AN6749/AN1016/AN0472/AN0256/AN0144/AN1545/AN10229/AN1937/AN2047/AN2426/AN3448/AN3435/AN2752
FALSE	TRUE	2	GO:0043934	sporulation	29	29/1033	AN4953/AN4719/AN4632/AN4601/AN4407/AN8751/AN9467/AN8071/AN3913/AN3594/AN7104/AN7678/AN6305/AN6578/AN6749/AN10184/AN1016/AN0472/AN0256/AN0144/AN1485/AN1545/AN10229/AN1937/AN2047/AN2426/AN3448/AN3435/AN2752
FALSE	TRUE	2	GO:0044111	development involved in symbiotic interaction	1	1/1033	AN6305
FALSE	TRUE	2	GO:0048856	anatomical structure development	37	37/1033	AN4953/AN4719/AN4632/AN4601/AN4407/AN8751/AN9467/AN8071/AN8182/AN3913/AN3594/AN7104/AN7487/AN7678/AN6305/AN5798/AN6578/AN6749/AN6866/AN10184/AN1016/AN0910/AN0568/AN0472/AN0256/AN0144/AN10192/AN1485/AN1545/AN10229/AN1937/AN2047/AN2426/AN3448/AN3435/AN2752/AN5105
FALSE	TRUE	2	GO:0050793	regulation of developmental process	17	17/1033	AN4953/AN4719/AN9467/AN8071/AN3913/AN7487/AN6305/AN6578/AN6749/AN10184/AN1016/AN0910/AN1485/AN1545/AN1937/AN3448/AN3435
FALSE	TRUE	2	GO:0051093	negative regulation of developmental process	5	5/1033	AN3913/AN6578/AN6749/AN1016/AN3435
FALSE	TRUE	2	GO:0051094	positive regulation of developmental process	9	9/1033	AN4719/AN9467/AN6305/AN6578/AN10184/AN0910/AN1545/AN1937/AN3435
FALSE	TRUE	2	GO:0043474	pigment metabolic process involved in pigmentation	1	1/1033	AN3624
FALSE	TRUE	2	GO:0048066	developmental pigmentation	1	1/1033	AN3624
FALSE	TRUE	2	GO:0007623	circadian rhythm	6	6/1033	AN6305/AN1255/AN1485/AN1545/AN3435/AN5593
FALSE	TRUE	2	GO:0043902	positive regulation of multi-organism process	9	9/1033	AN4998/AN3913/AN7346/AN7487/AN6305/AN6162/AN1016/AN3435/AN5791
FALSE	TRUE	2	GO:0044089	positive regulation of cellular component biogenesis	8	8/1033	AN8751/AN8698/AN9467/AN7487/AN0290/AN1462/AN1545/AN5778
FALSE	TRUE	2	GO:0045785	positive regulation of cell adhesion	1	1/1033	AN7346
FALSE	TRUE	2	GO:0048584	positive regulation of response to stimulus	11	11/1033	AN4905/AN8796/AN11054/AN3913/AN7487/AN7602/AN7695/AN6305/AN1016/AN0167/AN11188
FALSE	TRUE	2	GO:0051050	positive regulation of transport	6	6/1033	AN8751/AN7487/AN7695/AN6305/AN6578/AN11188
FALSE	TRUE	2	GO:1903666	positive regulation of asexual reproduction	6	6/1033	AN9467/AN6305/AN6578/AN10184/AN1545/AN1937
FALSE	TRUE	2	GO:1903829	positive regulation of cellular protein localization	3	3/1033	AN7695/AN6305/AN6553
FALSE	TRUE	2	GO:1904951	positive regulation of establishment of protein localization	2	2/1033	AN7695/AN6305
FALSE	TRUE	2	GO:0034260	negative regulation of GTPase activity	1	1/1033	AN1545
FALSE	TRUE	2	GO:0043433	negative regulation of DNA-binding transcription factor activity	1	1/1033	AN1485
FALSE	TRUE	2	GO:0043901	negative regulation of multi-organism process	5	5/1033	AN3913/AN6305/AN6578/AN6749/AN1016
FALSE	TRUE	2	GO:0048585	negative regulation of response to stimulus	5	5/1033	AN4998/AN9467/AN7695/AN1545/AN11188
FALSE	TRUE	2	GO:0051051	negative regulation of transport	1	1/1033	AN11188
FALSE	TRUE	2	GO:1903665	negative regulation of asexual reproduction	3	3/1033	AN3913/AN1016/AN3435
FALSE	TRUE	2	GO:1903828	negative regulation of cellular protein localization	1	1/1033	AN8751
FALSE	TRUE	2	GO:0030155	regulation of cell adhesion	1	1/1033	AN7346
FALSE	TRUE	2	GO:0032879	regulation of localization	8	8/1033	AN8751/AN7487/AN7695/AN6305/AN6553/AN6578/AN0568/AN11188
FALSE	TRUE	2	GO:0042752	regulation of circadian rhythm	5	5/1033	AN6305/AN1485/AN1545/AN3435/AN5593
FALSE	TRUE	2	GO:0043900	regulation of multi-organism process	12	12/1033	AN4998/AN8071/AN3913/AN7346/AN7487/AN6305/AN6162/AN6578/AN6749/AN1016/AN3435/AN5791
FALSE	TRUE	2	GO:0044087	regulation of cellular component biogenesis	12	12/1033	AN4719/AN8751/AN8698/AN9467/AN7487/AN6305/AN0703/AN0290/AN1408/AN1462/AN1545/AN5778
FALSE	TRUE	2	GO:0048518	positive regulation of biological process	51	51/1033	AN4998/AN4933/AN4905/AN4719/AN4465/AN8796/AN8751/AN8698/AN9467/AN8182/AN11054/AN3913/AN3628/AN7346/AN7104/AN7487/AN7602/AN7695/AN7820/AN6305/AN6293/AN10788/AN6162/AN5808/AN6553/AN6578/AN6889/AN10184/AN1205/AN1016/AN0910/AN0770/AN10105/AN0576/AN0388/AN0290/AN0256/AN0167/AN0156/AN1462/AN1485/AN1545/AN1937/AN2213/AN11188/AN3435/AN2877/AN2854/AN5791/AN5778/AN5495
FALSE	TRUE	2	GO:0048519	negative regulation of biological process	44	44/1033	AN4998/AN4932/AN4536/AN4465/AN4407/AN8796/AN8751/AN8724/AN9467/AN8257/AN4166/AN3913/AN3812/AN3737/AN3669/AN3619/AN10929/AN7695/AN7746/AN7748/AN6305/AN6293/AN6578/AN6749/AN11250/AN1255/AN1237/AN1207/AN1179/AN1170/AN1016/AN0290/AN0156/AN1462/AN1485/AN1545/AN1929/AN2426/AN2439/AN11188/AN3435/AN2854/AN2751/AN5495
FALSE	TRUE	2	GO:0048583	regulation of response to stimulus	21	21/1033	AN4998/AN4953/AN4905/AN4719/AN8796/AN9467/AN11054/AN3913/AN3737/AN7487/AN7602/AN7695/AN6305/AN1170/AN1016/AN0568/AN0167/AN1545/AN2214/AN11188/AN5105
FALSE	TRUE	2	GO:1903664	regulation of asexual reproduction	9	9/1033	AN9467/AN3913/AN6305/AN6578/AN10184/AN1016/AN1545/AN1937/AN3435
FALSE	TRUE	2	GO:0006950	response to stress	54	54/1033	AN4905/AN4719/AN4587/AN4555/AN4519/AN4469/AN4407/AN8702/AN8671/AN8216/AN8257/AN3913/AN3737/AN11721/AN3619/AN12151/AN7104/AN7678/AN7695/AN6305/AN6293/AN12045/AN6145/AN6069/AN5901/AN12121/AN12122/AN6682/AN1237/AN1016/AN0910/AN0770/AN0598/AN0432/AN10064/AN0167/AN0117/AN1708/AN1733/AN1929/AN2180/AN2212/AN2214/AN2279/AN3448/AN3110/AN10336/AN5105/AN5235/AN5778/AN5569/AN10673/AN5342/AN5324
FALSE	TRUE	2	GO:0009605	response to external stimulus	20	20/1033	AN4905/AN4469/AN11054/AN4166/AN3913/AN7104/AN7695/AN6305/AN6293/AN10788/AN6145/AN1016/AN0910/AN10064/AN0167/AN1733/AN2180/AN3110/AN2752/AN5778
FALSE	TRUE	2	GO:0009607	response to biotic stimulus	15	15/1033	AN4469/AN11054/AN3913/AN11721/AN7487/AN6305/AN6293/AN6145/AN12408/AN1016/AN0910/AN0568/AN10064/AN2752/AN5778
FALSE	TRUE	2	GO:0009628	response to abiotic stimulus	20	20/1033	AN4719/AN8702/AN8257/AN3913/AN3619/AN7104/AN7695/AN6293/AN6145/AN1016/AN0910/AN10064/AN0256/AN1485/AN3435/AN5105/AN5593/AN10673/AN5342/AN5324
FALSE	TRUE	2	GO:0009719	response to endogenous stimulus	1	1/1033	AN11721
FALSE	TRUE	2	GO:0042221	response to chemical	49	49/1033	AN4932/AN4905/AN4894/AN4719/AN4456/AN8698/AN8257/AN11071/AN4281/AN4277/AN4166/AN3913/AN3696/AN3598/AN7487/AN7590/AN7594/AN7695/AN11015/AN6305/AN6293/AN10788/AN12121/AN12122/AN1242/AN1170/AN1016/AN0910/AN0703/AN0581/AN0568/AN0432/AN0257/AN0192/AN0117/AN9010/AN1743/AN1810/AN1929/AN2047/AN2132/AN2212/AN2272/AN11188/AN3435/AN2854/AN5105/AN5791/AN5324
FALSE	TRUE	2	GO:0051606	detection of stimulus	1	1/1033	AN1016
FALSE	TRUE	2	GO:0031503	protein-containing complex localization	4	4/1033	AN4978/AN7487/AN11250/AN2213
FALSE	TRUE	2	GO:0033036	macromolecule localization	34	34/1033	AN11775/AN4978/AN4633/AN11136/AN8796/AN8751/AN8702/AN9467/AN4281/AN10453/AN3594/AN10925/AN7487/AN7602/AN7695/AN6305/AN10788/AN5812/AN6553/AN11250/AN1179/AN1170/AN10105/AN0576/AN0559/AN10213/AN2047/AN2048/AN2326/AN2438/AN2439/AN2877/AN5105/AN5192
FALSE	TRUE	2	GO:0051234	establishment of localization	127	127/1033	AN11775/AN11774/AN4978/AN4890/AN4826/AN4718/AN4664/AN4633/AN11913/AN4526/AN10568/AN11136/AN8814/AN8813/AN8796/AN8791/AN8751/AN8737/AN7967/AN9467/AN8095/AN11037/AN4281/AN4277/AN3990/AN3988/AN3915/AN3836/AN3696/AN10453/AN3624/AN3594/AN3579/AN7344/AN10925/AN7487/AN7602/AN7603/AN7648/AN10999/AN10982/AN7667/AN7695/AN6412/AN6387/AN6344/AN6305/AN6254/AN10788/AN6107/AN6088/AN5917/AN6533/AN12122/AN6578/AN10845/AN6770/AN6778/AN6782/AN6783/AN11250/AN11209/AN11821/AN9294/AN9392/AN1179/AN1170/AN1138/AN1117/AN1110/AN1109/AN10135/AN0782/AN0770/AN0703/AN10105/AN0581/AN0576/AN0568/AN0559/AN10075/AN12074/AN0257/AN0250/AN0218/AN10033/AN0166/AN9010/AN12129/AN8983/AN8955/AN8912/AN8911/AN8877/AN1462/AN10213/AN1681/AN1865/AN2047/AN2048/AN2132/AN10267/AN2218/AN2279/AN2326/AN2344/AN2438/AN10305/AN12366/AN10321/AN11189/AN11188/AN3220/AN3204/AN3105/AN2877/AN2814/AN8344/AN11087/AN5105/AN5192/AN5763/AN5742/AN5734/AN5485/AN10662/AN11956
FALSE	TRUE	2	GO:0051235	maintenance of location	3	3/1033	AN8751/AN3594/AN0576
FALSE	TRUE	2	GO:0051641	cellular localization	43	43/1033	AN11775/AN4978/AN4719/AN4664/AN4633/AN11913/AN11136/AN8796/AN8751/AN8702/AN9467/AN4281/AN10453/AN3594/AN10925/AN7487/AN7602/AN7695/AN6305/AN10788/AN5812/AN6553/AN11250/AN1179/AN1170/AN1117/AN10135/AN0703/AN10105/AN0576/AN0559/AN0166/AN10213/AN2047/AN2048/AN2326/AN2438/AN2439/AN2877/AN5105/AN5786/AN5485/AN11956
FALSE	TRUE	2	GO:0051707	response to other organism	3	3/1033	AN11054/AN3913/AN2752
FALSE	TRUE	2	GO:0044419	interspecies interaction between organisms	13	13/1033	AN11054/AN3913/AN7487/AN6305/AN6293/AN6145/AN10184/AN1242/AN1016/AN0576/AN0256/AN1502/AN2752
FALSE	TRUE	2	GO:0051703	intraspecies interaction between organisms	5	5/1033	AN3913/AN7346/AN6305/AN5105/AN12437
FALSE	TRUE	2	GO:0050789	regulation of biological process	145	145/1033	AN5052/AN4998/AN4972/AN4953/AN4933/AN4932/AN4905/AN10606/AN4837/AN4795/AN4719/AN4632/AN4536/AN4465/AN4407/AN8796/AN8751/AN8724/AN8698/AN8671/AN9467/AN8071/AN8111/AN8164/AN8182/AN11054/AN8257/AN4281/AN4166/AN3913/AN3868/AN3812/AN3769/AN3768/AN3737/AN3669/AN3628/AN3619/AN3598/AN7346/AN10929/AN7104/AN7072/AN7487/AN7602/AN10999/AN7695/AN7746/AN7748/AN7819/AN7820/AN6305/AN6293/AN6218/AN10789/AN10788/AN6162/AN6145/AN5808/AN10832/AN12122/AN6553/AN6578/AN6747/AN6749/AN6820/AN6889/AN11250/AN10184/AN1255/AN1237/AN1207/AN1205/AN1179/AN1170/AN1016/AN0910/AN0835/AN0770/AN0748/AN0703/AN0658/AN10105/AN0576/AN0568/AN0559/AN10083/AN0388/AN0327/AN0290/AN0256/AN0197/AN0191/AN0167/AN0156/AN8902/AN1408/AN1462/AN10192/AN1485/AN1545/AN1850/AN1882/AN1929/AN1937/AN2020/AN2025/AN2047/AN2180/AN2213/AN2214/AN2363/AN2426/AN2439/AN2481/AN9221/AN11188/AN9096/AN3449/AN3448/AN3435/AN3420/AN3111/AN2947/AN2901/AN2877/AN2854/AN9458/AN10336/AN2751/AN8298/AN8345/AN8426/AN8473/AN5105/AN10638/AN5791/AN5786/AN5778/AN5691/AN5593/AN5569/AN5495/AN5342/AN5299
FALSE	TRUE	2	GO:0065008	regulation of biological quality	42	42/1033	AN5008/AN4953/AN4932/AN4719/AN4407/AN8791/AN8751/AN8702/AN8698/AN8671/AN3913/AN11721/AN3624/AN3619/AN3594/AN7487/AN7641/AN7666/AN6305/AN6293/AN6268/AN6107/AN6682/AN1255/AN1237/AN1016/AN0703/AN0576/AN0327/AN0290/AN0191/AN0156/AN1462/AN1485/AN1876/AN1882/AN2180/AN3435/AN3084/AN5786/AN5778/AN11956
FALSE	TRUE	2	GO:0065009	regulation of molecular function	16	16/1033	AN4998/AN4953/AN4510/AN4465/AN4407/AN8182/AN3619/AN7746/AN10788/AN6533/AN6553/AN1016/AN1485/AN1545/AN2877/AN5125
FALSE	TRUE	2	GO:0044085	cellular component biogenesis	54	54/1033	AN5008/AN4894/AN10584/AN4719/AN4601/AN4594/AN4469/AN4453/AN4407/AN8751/AN8702/AN8698/AN8671/AN9467/AN8182/AN11054/AN8293/AN3812/AN3696/AN3594/AN7487/AN7695/AN7748/AN6305/AN6297/AN6681/AN11250/AN10865/AN1205/AN1063/AN10139/AN0816/AN0703/AN0685/AN0559/AN0327/AN0290/AN0189/AN1408/AN1462/AN1486/AN1545/AN1554/AN10229/AN1798/AN1937/AN2047/AN2155/AN2213/AN2279/AN2426/AN5785/AN5778/AN5340
TRUE	FALSE	3	GO:0019953	sexual reproduction	23	23/911	AN4887/AN4639/AN4615/AN8836/AN8044/AN11055/AN12206/AN4238/AN4052/AN3813/AN3648/AN7770/AN6046/AN1267/AN0055/AN1967/AN2412/AN2555/AN3437/AN3387/AN2856/AN5195/AN5211
TRUE	FALSE	3	GO:0019954	asexual reproduction	23	23/911	AN4887/AN4819/AN8853/AN8836/AN8273/AN4238/AN7683/AN7697/AN7707/AN6046/AN6898/AN1311/AN1267/AN0055/AN1967/AN2306/AN2412/AN3437/AN3168/AN3129/AN2687/AN5195/AN5529
TRUE	FALSE	3	GO:0022414	reproductive process	36	36/911	AN4887/AN4819/AN4639/AN4615/AN4486/AN4331/AN8836/AN8044/AN11055/AN12206/AN4238/AN4052/AN3910/AN3813/AN3806/AN3749/AN3648/AN7770/AN6046/AN6728/AN1267/AN0126/AN0055/AN1967/AN2412/AN2555/AN3437/AN3387/AN3154/AN3118/AN2856/AN2667/AN8547/AN5195/AN5211/AN5529
TRUE	FALSE	3	GO:0032505	reproduction of a single-celled organism	12	12/911	AN4887/AN4615/AN4331/AN8836/AN11055/AN3749/AN3648/AN7770/AN1267/AN2412/AN2856/AN5195
TRUE	FALSE	3	GO:0055114	oxidation-reduction process	77	77/911	AN4975/AN4888/AN4793/AN4774/AN4770/AN4755/AN10585/AN4592/AN4380/AN4336/AN8206/AN11055/AN8283/AN10527/AN12101/AN4135/AN3958/AN3920/AN3813/AN7399/AN7293/AN7500/AN7554/AN7568/AN7629/AN7708/AN7832/AN6407/AN6246/AN6215/AN6101/AN6092/AN5846/AN5842/AN6710/AN6717/AN9242/AN9268/AN9296/AN9375/AN9401/AN1007/AN1006/AN0330/AN0158/AN8907/AN1510/AN1901/AN1915/AN1967/AN2286/AN2306/AN10290/AN2316/AN10296/AN2396/AN2470/AN11347/AN2583/AN9214/AN9103/AN9066/AN3394/AN3253/AN3030/AN2960/AN2727/AN2704/AN2648/AN8346/AN8547/AN10647/AN5601/AN5497/AN5435/AN5338/AN5257
