hasPeak.An_ecoA_20h_HA_1	hasPeak.An_ecoA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0071704	organic substance metabolic process	537	537/1516	AN12279/AN5076/AN5068/AN5055/AN5028/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4957/AN4956/AN4935/AN4923/AN4900/AN4894/AN4878/AN4871/AN4859/AN4843/AN4829/AN10599/AN4818/AN4794/AN4778/AN4769/AN4744/AN4742/AN4741/AN4702/AN4700/AN4667/AN4655/AN4566/AN4563/AN4544/AN4532/AN4515/AN4501/AN4500/AN4483/AN4479/AN4462/AN4439/AN4419/AN4389/AN4388/AN4376/AN4361/AN4335/AN10550/AN4324/AN4323/AN4322/AN4315/AN4310/AN4295/AN4293/AN8869/AN8859/AN11125/AN8834/AN8832/AN8830/AN8797/AN8777/AN8741/AN9504/AN8707/AN8694/AN8677/AN9500/AN8667/AN8643/AN8636/AN8615/AN8605/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN8039/AN8040/AN8066/AN8075/AN8079/AN8102/AN8117/AN8118/AN8121/AN8129/AN8168/AN11052/AN8186/AN8188/AN9461/AN8211/AN8226/AN8251/AN8269/AN8277/AN8282/AN4289/AN10533/AN4255/AN4247/AN4243/AN4219/AN4210/AN4196/AN10513/AN10512/AN4175/AN4159/AN4102/AN4081/AN4080/AN4071/AN4042/AN4018/AN3925/AN3914/AN3913/AN3911/AN3901/AN3869/AN3835/AN3817/AN3793/AN3787/AN3785/AN3747/AN3738/AN3730/AN3729/AN3719/AN3690/AN10459/AN3688/AN3649/AN3641/AN3607/AN3587/AN3586/AN3547/AN10420/AN3515/AN3506/AN7387/AN7375/AN7303/AN7269/AN10912/AN10906/AN7158/AN7146/AN7111/AN7030/AN7012/AN10872/AN6985/AN6982/AN7451/AN7468/AN7507/AN7511/AN7513/AN7533/AN11753/AN7545/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7610/AN7657/AN7659/AN7709/AN7729/AN7742/AN6405/AN6330/AN6318/AN6317/AN6280/AN6279/AN6243/AN6195/AN6160/AN6159/AN6129/AN6126/AN6067/AN6062/AN6060/AN6048/AN6014/AN5999/AN5992/AN5991/AN5975/AN5956/AN5955/AN10761/AN5939/AN5934/AN5924/AN5918/AN5893/AN5886/AN5871/AN5870/AN5849/AN5836/AN10745/AN5823/AN5822/AN6487/AN6508/AN6534/AN6540/AN6541/AN6555/AN6558/AN6567/AN10841/AN6643/AN6650/AN6651/AN6664/AN6679/AN6697/AN10844/AN6731/AN6733/AN6787/AN10846/AN6824/AN6840/AN6849/AN6857/AN6858/AN9339/AN9340/AN9380/AN9397/AN9407/AN9408/AN1402/AN1379/AN1358/AN1334/AN1330/AN1319/AN1277/AN1217/AN1202/AN1183/AN10156/AN1097/AN1096/AN1060/AN1052/AN1037/AN1015/AN0988/AN11891/AN0936/AN0933/AN0928/AN0927/AN0919/AN0918/AN0914/AN0902/AN0889/AN0885/AN10128/AN0863/AN0858/AN10124/AN0807/AN0802/AN0787/AN0780/AN0767/AN0766/AN0764/AN0742/AN0734/AN0733/AN0689/AN0688/AN0680/AN0664/AN0660/AN0654/AN0640/AN0609/AN0608/AN0607/AN0570/AN0565/AN0554/AN0495/AN0494/AN10081/AN10080/AN0410/AN0408/AN0376/AN0367/AN0364/AN0363/AN0351/AN10066/AN0298/AN0295/AN0285/AN0279/AN0270/AN0263/AN10030/AN0232/AN0228/AN0224/AN0210/AN0182/AN0176/AN0170/AN0148/AN0134/AN0067/AN0065/AN0057/AN0056/AN0034/AN9025/AN9008/AN8978/AN11152/AN8886/AN8885/AN8883/AN1414/AN1416/AN1425/AN1428/AN1429/AN10191/AN10197/AN1518/AN1519/AN1536/AN1551/AN1555/AN1624/AN1632/AN1675/AN1778/AN1780/AN1794/AN1799/AN1800/AN1812/AN1848/AN1855/AN1893/AN1918/AN1923/AN1924/AN1948/AN1950/AN1984/AN1989/AN1993/AN2002/AN2009/AN2016/AN2017/AN10256/AN2036/AN12489/AN2135/AN2141/AN2147/AN2148/AN2237/AN2243/AN2248/AN12476/AN2265/AN2268/AN2270/AN2290/AN2366/AN2375/AN2385/AN2395/AN2421/AN2435/AN2493/AN2500/AN2506/AN2508/AN2509/AN2523/AN2526/AN11961/AN2532/AN2572/AN2581/AN2582/AN2597/AN9148/AN11932/AN9141/AN9096/AN9090/AN9083/AN9064/AN3468/AN3433/AN3396/AN3368/AN3318/AN3308/AN3294/AN3280/AN3216/AN3214/AN10378/AN3181/AN3153/AN3152/AN3150/AN3149/AN3113/AN3102/AN3075/AN3071/AN3067/AN3053/AN3050/AN3044/AN3001/AN2998/AN2997/AN2984/AN2980/AN10351/AN2965/AN2944/AN2943/AN2932/AN2927/AN2919/AN2916/AN2914/AN2911/AN2902/AN2885/AN2855/AN2852/AN2815/AN2810/AN2793/AN2742/AN2740/AN2731/AN2670/AN10329/AN8347/AN8445/AN8524/AN8553/AN8565/AN8566/AN8576/AN5119/AN5129/AN5133/AN5134/AN5144/AN5156/AN5170/AN5199/AN5200/AN5203/AN5210/AN5218/AN5226/AN10709/AN5775/AN5759/AN5757/AN5752/AN5740/AN5728/AN5716/AN5715/AN5712/AN5682/AN5681/AN5672/AN5669/AN5660/AN5655/AN5651/AN5634/AN5626/AN5607/AN5604/AN5589/AN5566/AN5558/AN5525/AN5523/AN5517/AN5492/AN5452/AN5451/AN5447/AN5441/AN5415/AN5351/AN5349/AN5296/AN5279/AN5278
TRUE	TRUE	4	GO:0002252	immune effector process	1	1/1516	AN5558
TRUE	TRUE	4	GO:0002253	activation of immune response	1	1/1516	AN5558
TRUE	TRUE	4	GO:0002682	regulation of immune system process	1	1/1516	AN5558
TRUE	TRUE	4	GO:0002684	positive regulation of immune system process	1	1/1516	AN5558
TRUE	TRUE	4	GO:0006955	immune response	1	1/1516	AN5558
TRUE	TRUE	4	GO:0006792	regulation of sulfur utilization	2	2/1516	AN4361/AN5218
TRUE	TRUE	4	GO:0045883	positive regulation of sulfur utilization	2	2/1516	AN4361/AN5218
TRUE	TRUE	4	GO:0016049	cell growth	8	8/1516	AN4501/AN4439/AN4071/AN6318/AN6317/AN5802/AN0410/AN0182
TRUE	TRUE	4	GO:0007117	budding cell bud growth	2	2/1516	AN5934/AN5740
TRUE	TRUE	4	GO:0030447	filamentous growth	90	90/1516	AN4990/AN4987/AN4935/AN4923/AN4915/AN4702/AN4667/AN4566/AN4515/AN4501/AN4479/AN4439/AN4419/AN4390/AN4376/AN4310/AN8831/AN11098/AN8226/AN8269/AN4080/AN4071/AN4042/AN3913/AN3795/AN3787/AN3730/AN3719/AN3688/AN3642/AN10420/AN7041/AN7030/AN7468/AN7572/AN7576/AN6341/AN6330/AN6318/AN6317/AN6243/AN6195/AN6129/AN5918/AN5857/AN5836/AN5832/AN5802/AN6487/AN6541/AN6566/AN10841/AN6688/AN6697/AN6731/AN0863/AN0689/AN0664/AN0640/AN0410/AN9450/AN0182/AN0170/AN1416/AN1428/AN10191/AN1536/AN1555/AN1628/AN10227/AN1800/AN1848/AN2009/AN2509/AN2523/AN3416/AN3113/AN3085/AN2852/AN2701/AN5134/AN5200/AN5210/AN10709/AN5740/AN5660/AN5651/AN5517/AN5457/AN5296
TRUE	TRUE	4	GO:0040008	regulation of growth	22	22/1516	AN4987/AN4501/AN4479/AN4419/AN4310/AN8269/AN3913/AN3719/AN3688/AN7649/AN6195/AN0689/AN0182/AN0170/AN1416/AN10191/AN10227/AN1800/AN2290/AN2855/AN2852/AN5757
TRUE	TRUE	4	GO:0045926	negative regulation of growth	5	5/1516	AN4987/AN4310/AN8269/AN0689/AN0170
TRUE	TRUE	4	GO:0045927	positive regulation of growth	10	10/1516	AN4501/AN4479/AN4419/AN3913/AN3719/AN3688/AN0182/AN1416/AN10191/AN1800
TRUE	TRUE	4	GO:0048589	developmental growth	2	2/1516	AN6318/AN6317
TRUE	TRUE	4	GO:0043610	regulation of carbohydrate utilization	1	1/1516	AN1416
TRUE	TRUE	4	GO:0007059	chromosome segregation	14	14/1516	AN4969/AN4563/AN9504/AN8282/AN6340/AN6508/AN1333/AN0410/AN0065/AN2141/AN3468/AN3124/AN3067/AN5133
TRUE	TRUE	4	GO:0007017	microtubule-based process	11	11/1516	AN4969/AN4706/AN9504/AN6340/AN5934/AN6838/AN1333/AN0410/AN0295/AN3124/AN2686
TRUE	TRUE	4	GO:0000075	cell cycle checkpoint	5	5/1516	AN4969/AN4501/AN5822/AN0410/AN3067
TRUE	TRUE	4	GO:0000920	cell separation after cytokinesis	1	1/1516	AN0988
TRUE	TRUE	4	GO:0006457	protein folding	9	9/1516	AN8605/AN8269/AN3592/AN0858/AN1950/AN2238/AN10351/AN2731/AN5129
TRUE	TRUE	4	GO:0007165	signal transduction	54	54/1516	AN4998/AN4987/AN4935/AN4915/AN4818/AN4733/AN4702/AN4501/AN4479/AN4419/AN4369/AN4322/AN8831/AN9504/AN8269/AN3913/AN3719/AN3688/AN3607/AN7030/AN6982/AN7513/AN7572/AN7576/AN6249/AN5893/AN5832/AN5822/AN6487/AN6566/AN9397/AN1358/AN1334/AN0664/AN0655/AN0182/AN9008/AN10227/AN1800/AN1989/AN2005/AN2581/AN3214/AN3102/AN2911/AN2742/AN2740/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5296
TRUE	TRUE	4	GO:0006276	plasmid maintenance	1	1/1516	AN0802
TRUE	TRUE	4	GO:0006928	movement of cell or subcellular component	4	4/1516	AN4706/AN6340/AN1333/AN3124
TRUE	TRUE	4	GO:0006949	syncytium formation	9	9/1516	AN4702/AN8831/AN4264/AN3719/AN1848/AN2701/AN5169/AN5458/AN5457
TRUE	TRUE	4	GO:0007049	cell cycle	80	80/1516	AN5028/AN4987/AN4984/AN4969/AN10610/AN4935/AN10595/AN4706/AN4667/AN4566/AN4563/AN4501/AN4483/AN4419/AN4390/AN8831/AN9504/AN9500/AN8605/AN8270/AN8282/AN4169/AN3785/AN3729/AN3719/AN3607/AN6982/AN7513/AN7572/AN7576/AN7657/AN6340/AN6243/AN5836/AN5822/AN6508/AN6578/AN6688/AN9380/AN1333/AN1096/AN1052/AN0988/AN11891/AN0807/AN0733/AN0655/AN0640/AN0410/AN0363/AN0295/AN0228/AN0182/AN0135/AN0078/AN0065/AN1536/AN1555/AN1848/AN2059/AN2126/AN2141/AN2148/AN2505/AN9121/AN3468/AN3152/AN3124/AN3067/AN2965/AN2919/AN2911/AN2686/AN5133/AN5156/AN5170/AN5759/AN5740/AN5523/AN5517
TRUE	TRUE	4	GO:0007154	cell communication	90	90/1516	AN4998/AN4987/AN4935/AN4923/AN4915/AN4818/AN4733/AN4702/AN4501/AN4479/AN4462/AN4419/AN4390/AN4369/AN4322/AN8831/AN9504/AN8168/AN8251/AN8269/AN4255/AN4080/AN4042/AN3913/AN3719/AN3688/AN3642/AN3607/AN3592/AN3587/AN10420/AN7030/AN6982/AN7468/AN7485/AN7513/AN7572/AN7576/AN6249/AN6195/AN5918/AN5893/AN5860/AN5832/AN5823/AN5822/AN6487/AN6566/AN6731/AN9340/AN9397/AN1358/AN1334/AN0988/AN0664/AN0655/AN0609/AN0607/AN0554/AN10080/AN0279/AN10030/AN0182/AN9008/AN1428/AN9515/AN10227/AN1800/AN1812/AN1989/AN2005/AN2581/AN3214/AN3102/AN3085/AN10350/AN2944/AN2911/AN2742/AN2740/AN5200/AN5210/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5604/AN5296
TRUE	TRUE	4	GO:0007163	establishment or maintenance of cell polarity	20	20/1516	AN4991/AN4987/AN4923/AN8226/AN3817/AN3787/AN7030/AN7576/AN6340/AN1334/AN1099/AN0988/AN0410/AN0182/AN0134/AN0078/AN5129/AN10709/AN5740/AN5677
TRUE	TRUE	4	GO:0008219	cell death	11	11/1516	AN4871/AN4501/AN8269/AN3913/AN3592/AN7513/AN6243/AN0394/AN0182/AN8485/AN5712
TRUE	TRUE	4	GO:0019835	cytolysis	3	3/1516	AN10610/AN4695/AN6258
TRUE	TRUE	4	GO:0016043	cellular component organization	146	146/1516	AN11776/AN4998/AN4987/AN4976/AN4969/AN10610/AN4915/AN4899/AN4894/AN4742/AN4706/AN4667/AN4655/AN4566/AN4563/AN4515/AN4501/AN4419/AN4390/AN4388/AN4295/AN8834/AN8831/AN9504/AN8667/AN8605/AN8039/AN8211/AN8269/AN8274/AN8282/AN4214/AN3914/AN3803/AN3785/AN3730/AN3729/AN3719/AN3688/AN3587/AN7303/AN7250/AN7030/AN7511/AN7533/AN7545/AN7567/AN7576/AN7649/AN7657/AN7659/AN7729/AN7742/AN6341/AN6340/AN6318/AN6317/AN6280/AN6258/AN6243/AN6195/AN6067/AN5991/AN5934/AN5857/AN5822/AN6487/AN6508/AN6554/AN6566/AN6567/AN6733/AN6838/AN9380/AN1358/AN1334/AN1333/AN1189/AN1060/AN0933/AN0914/AN0802/AN0771/AN0734/AN0733/AN0697/AN0664/AN0655/AN0410/AN0351/AN0295/AN10030/AN0228/AN0182/AN0170/AN0135/AN0134/AN0065/AN0056/AN8978/AN11152/AN10191/AN1555/AN1632/AN1778/AN1984/AN2126/AN2141/AN10311/AN2500/AN2508/AN2526/AN9100/AN3469/AN3468/AN3152/AN3149/AN3124/AN3113/AN3071/AN3068/AN3067/AN2965/AN2911/AN2885/AN2731/AN2686/AN8485/AN5099/AN5129/AN5132/AN5133/AN10634/AN5768/AN5757/AN5752/AN5740/AN5715/AN5681/AN5677/AN5651/AN5626/AN5607/AN5525/AN5351/AN5278
TRUE	TRUE	4	GO:0016458	gene silencing	14	14/1516	AN8039/AN8211/AN8282/AN3730/AN7303/AN0410/AN10191/AN1519/AN1984/AN2500/AN3468/AN3071/AN3067/AN5351
TRUE	TRUE	4	GO:0019725	cellular homeostasis	40	40/1516	AN4990/AN4987/AN4920/AN4814/AN4655/AN8830/AN8029/AN8251/AN8271/AN4255/AN3913/AN3681/AN3607/AN3587/AN7250/AN7468/AN7567/AN7729/AN5856/AN5823/AN6541/AN6566/AN6923/AN1189/AN1052/AN0607/AN0410/AN0351/AN0182/AN0176/AN0170/AN1628/AN1833/AN1950/AN2508/AN2919/AN2911/AN5132/AN5156/AN5757
TRUE	TRUE	4	GO:0022402	cell cycle process	73	73/1516	AN5028/AN4969/AN10610/AN4935/AN4706/AN4667/AN4566/AN4563/AN4501/AN4483/AN4419/AN4390/AN8831/AN9504/AN8605/AN8282/AN4169/AN3785/AN3729/AN3719/AN3607/AN6982/AN7513/AN7572/AN7576/AN7657/AN6340/AN6243/AN5836/AN5822/AN6508/AN6578/AN6688/AN9380/AN1333/AN1052/AN0988/AN11891/AN0807/AN0733/AN0655/AN0640/AN0410/AN0363/AN0295/AN0228/AN0182/AN0135/AN0078/AN0065/AN1536/AN1555/AN1848/AN2059/AN2126/AN2141/AN2148/AN2505/AN9121/AN3468/AN3152/AN3124/AN3067/AN2965/AN2919/AN2911/AN2686/AN5133/AN5170/AN5759/AN5740/AN5523/AN5517
TRUE	TRUE	4	GO:0030029	actin filament-based process	16	16/1516	AN4998/AN4706/AN4501/AN8831/AN9504/AN7567/AN7576/AN6341/AN0697/AN0655/AN0410/AN0135/AN2126/AN5768/AN5740/AN5677
TRUE	TRUE	4	GO:0032196	transposition	7	7/1516	AN4976/AN4335/AN8186/AN5956/AN10066/AN0263/AN10329
TRUE	TRUE	4	GO:0032940	secretion by cell	5	5/1516	AN4987/AN4890/AN6195/AN1632/AN1950
TRUE	TRUE	4	GO:0036166	phenotypic switching	4	4/1516	AN3913/AN0182/AN5740/AN5611
TRUE	TRUE	4	GO:0043335	protein unfolding	1	1/1516	AN0858
TRUE	TRUE	4	GO:0044764	multi-organism cellular process	24	24/1516	AN4998/AN4935/AN4894/AN4501/AN4483/AN4390/AN3913/AN3719/AN3688/AN7041/AN7030/AN7533/AN6340/AN6279/AN6129/AN5893/AN6487/AN1333/AN10030/AN0182/AN10227/AN2017/AN2944/AN5517
TRUE	TRUE	4	GO:0048522	positive regulation of cellular process	81	81/1516	AN5028/AN4998/AN4987/AN4969/AN4935/AN4667/AN4563/AN4501/AN4483/AN4419/AN10550/AN8741/AN9504/AN8605/AN8282/AN4080/AN3913/AN3729/AN3719/AN3688/AN3607/AN3506/AN7030/AN7468/AN7567/AN7572/AN7610/AN7742/AN6330/AN6243/AN6230/AN6129/AN5893/AN5836/AN6487/AN6540/AN6566/AN6578/AN6733/AN9397/AN1052/AN0988/AN0914/AN0807/AN0689/AN0655/AN0554/AN0410/AN0394/AN0363/AN0279/AN0186/AN0182/AN0170/AN0056/AN9008/AN8978/AN8945/AN1425/AN10191/AN1518/AN1652/AN10227/AN1984/AN2126/AN9121/AN9090/AN3468/AN3152/AN3102/AN3067/AN2965/AN2944/AN2911/AN2852/AN2742/AN5752/AN5740/AN5660/AN5651/AN5351
TRUE	TRUE	4	GO:0048523	negative regulation of cellular process	66	66/1516	AN5028/AN4998/AN4987/AN4969/AN10610/AN4935/AN4501/AN4500/AN4483/AN4322/AN4295/AN8797/AN9504/AN8039/AN8129/AN8168/AN8211/AN8251/AN8282/AN3913/AN3730/AN3607/AN3587/AN3506/AN7303/AN6982/AN7468/AN7513/AN7545/AN6243/AN6195/AN6067/AN5893/AN5822/AN6578/AN6733/AN1358/AN1052/AN0988/AN0641/AN0410/AN0363/AN0295/AN0065/AN10191/AN1800/AN1950/AN1984/AN2126/AN2141/AN2290/AN2500/AN9121/AN3468/AN3071/AN3067/AN2965/AN2911/AN2742/AN2731/AN5129/AN5156/AN5170/AN5755/AN5740/AN5351
TRUE	TRUE	4	GO:0048869	cellular developmental process	94	94/1516	AN5028/AN4987/AN10610/AN4935/AN4897/AN4871/AN4706/AN4695/AN4674/AN4566/AN4563/AN4501/AN4419/AN4390/AN8741/AN9504/AN8605/AN8129/AN8282/AN4214/AN4169/AN3913/AN3719/AN3688/AN3607/AN7250/AN7030/AN7513/AN7572/AN7576/AN7657/AN6341/AN6318/AN6317/AN6243/AN6230/AN5893/AN5836/AN6566/AN6578/AN6731/AN9339/AN9380/AN1334/AN1189/AN1052/AN1037/AN0988/AN11891/AN0863/AN0807/AN0787/AN0733/AN0641/AN0640/AN0410/AN0363/AN0279/AN10030/AN0186/AN0182/AN0134/AN0078/AN8945/AN1536/AN1555/AN1632/AN1848/AN1923/AN2009/AN2059/AN2421/AN2505/AN2523/AN9121/AN3416/AN3152/AN3113/AN2919/AN2911/AN2742/AN2740/AN5119/AN5129/AN5156/AN5170/AN5759/AN5757/AN5755/AN5740/AN5660/AN5626/AN5523/AN5296
TRUE	TRUE	4	GO:0050794	regulation of cellular process	241	241/1516	AN5028/AN4998/AN4987/AN4985/AN4984/AN4976/AN4969/AN10610/AN4935/AN4915/AN4900/AN4818/AN4744/AN4741/AN4733/AN4702/AN4667/AN4563/AN4501/AN4500/AN4483/AN4479/AN4419/AN4369/AN4361/AN4335/AN10550/AN4324/AN4322/AN4315/AN4295/AN8831/AN8797/AN8777/AN8741/AN9504/AN8694/AN9500/AN8667/AN8643/AN8636/AN8605/AN11098/AN8590/AN7872/AN8039/AN8079/AN8129/AN8168/AN8186/AN8211/AN8251/AN8269/AN8282/AN4247/AN4214/AN4210/AN4175/AN4080/AN3913/AN3911/AN3835/AN3785/AN3730/AN3729/AN3719/AN3688/AN3607/AN3587/AN3506/AN7303/AN10912/AN7030/AN7012/AN6982/AN7468/AN7507/AN7513/AN11753/AN7545/AN7567/AN7572/AN7576/AN7592/AN7610/AN7700/AN7729/AN7742/AN6341/AN6330/AN6258/AN6249/AN6243/AN6230/AN6195/AN6129/AN6067/AN6062/AN5955/AN10761/AN5924/AN5893/AN5870/AN5849/AN5836/AN5832/AN5822/AN6487/AN6508/AN6540/AN6566/AN6578/AN6733/AN6849/AN6858/AN9397/AN1402/AN1358/AN1334/AN1217/AN1183/AN1096/AN1094/AN1060/AN1052/AN0988/AN11891/AN0928/AN0914/AN0902/AN0885/AN10128/AN0863/AN0807/AN0766/AN0742/AN0733/AN0689/AN0680/AN0664/AN0655/AN0641/AN0554/AN0410/AN0394/AN0364/AN0363/AN0295/AN0279/AN0263/AN0186/AN0182/AN0176/AN0170/AN0148/AN0134/AN0065/AN0056/AN9025/AN9008/AN8978/AN8945/AN8885/AN1414/AN1416/AN1425/AN10191/AN1518/AN1536/AN1652/AN10227/AN1800/AN1812/AN1848/AN1893/AN1924/AN1950/AN1984/AN1989/AN2005/AN2009/AN2016/AN2036/AN2059/AN2126/AN2141/AN2270/AN2290/AN2375/AN2421/AN2500/AN11961/AN2581/AN2597/AN9141/AN9121/AN9096/AN9090/AN3468/AN3433/AN3280/AN3216/AN3214/AN10378/AN3152/AN3102/AN3075/AN3071/AN3067/AN3050/AN2984/AN2965/AN2944/AN2911/AN2902/AN2855/AN2852/AN2742/AN2740/AN2731/AN5119/AN5129/AN5133/AN5156/AN5170/AN5218/AN5775/AN5768/AN5757/AN5755/AN5752/AN5740/AN5677/AN5660/AN5651/AN5611/AN5607/AN5351/AN5349/AN5296/AN5279
TRUE	TRUE	4	GO:0051301	cell division	17	17/1516	AN4706/AN4667/AN4566/AN4501/AN8831/AN9504/AN3729/AN7576/AN5934/AN5822/AN6688/AN0988/AN0655/AN0410/AN0135/AN2126/AN5740
TRUE	TRUE	4	GO:0051651	maintenance of location in cell	4	4/1516	AN4501/AN5829/AN0607/AN5682
TRUE	TRUE	4	GO:0051716	cellular response to stimulus	197	197/1516	AN4998/AN4987/AN4935/AN4923/AN4915/AN4897/AN4894/AN4818/AN4733/AN4702/AN4695/AN4674/AN4667/AN4563/AN4501/AN4483/AN4479/AN4462/AN4439/AN4419/AN4390/AN4389/AN4376/AN4369/AN4322/AN4310/AN8869/AN8831/AN8805/AN9504/AN8692/AN8690/AN8643/AN7895/AN8168/AN8251/AN8269/AN4255/AN10518/AN4169/AN4159/AN4080/AN4042/AN3913/AN3817/AN3793/AN3787/AN3729/AN3719/AN3688/AN3642/AN3607/AN3592/AN3587/AN10420/AN3506/AN7303/AN7170/AN7146/AN7030/AN6982/AN7468/AN7485/AN7513/AN7567/AN7572/AN7576/AN7657/AN7729/AN7799/AN6330/AN6318/AN6249/AN6243/AN6207/AN12054/AN6195/AN6129/AN6118/AN5999/AN5991/AN5975/AN5918/AN5908/AN5893/AN5886/AN5860/AN5832/AN5823/AN5822/AN6487/AN6566/AN6730/AN6731/AN6849/AN6923/AN9339/AN9340/AN9397/AN9408/AN1358/AN1334/AN1189/AN1052/AN1037/AN0988/AN0927/AN0914/AN0858/AN0771/AN0766/AN0733/AN0664/AN0655/AN0641/AN0609/AN0607/AN0554/AN10080/AN0410/AN0408/AN0363/AN0351/AN0295/AN0279/AN10030/AN0228/AN0182/AN0170/AN0158/AN0134/AN9008/AN1416/AN1428/AN1518/AN1519/AN1555/AN1624/AN1632/AN1652/AN10227/AN1697/AN1800/AN1812/AN1923/AN1984/AN1989/AN2005/AN2099/AN2210/AN12476/AN2300/AN2435/AN11961/AN2581/AN11932/AN9090/AN3468/AN3368/AN3214/AN3163/AN3150/AN3113/AN3102/AN11705/AN3085/AN3067/AN2997/AN10351/AN2962/AN2944/AN2919/AN2911/AN2855/AN2742/AN2740/AN2731/AN8489/AN8502/AN5119/AN5129/AN5200/AN5210/AN10709/AN5768/AN5757/AN5755/AN5740/AN5712/AN5677/AN5660/AN5604/AN5523/AN5493/AN5447/AN5296/AN5278
TRUE	TRUE	4	GO:0061919	process utilizing autophagic mechanism	11	11/1516	AN4915/AN4666/AN4419/AN7428/AN7572/AN1334/AN0914/AN10030/AN0182/AN1632/AN9086
TRUE	TRUE	4	GO:0071554	cell wall organization or biogenesis	44	44/1516	AN5076/AN4566/AN4515/AN4501/AN4419/AN4390/AN10550/AN8117/AN4169/AN3914/AN3730/AN3729/AN3719/AN7511/AN7533/AN7576/AN7610/AN7657/AN7700/AN6405/AN6341/AN6318/AN6317/AN6487/AN6566/AN6664/AN6733/AN9380/AN1358/AN1189/AN0933/AN11152/AN1555/AN1950/AN10311/AN2582/AN3368/AN3294/AN3152/AN3113/AN2984/AN10709/AN5740/AN5660
TRUE	TRUE	4	GO:0071804	cellular potassium ion transport	3	3/1516	AN8029/AN7250/AN1628
TRUE	TRUE	4	GO:1990748	cellular detoxification	5	5/1516	AN7729/AN5918/AN0408/AN12476/AN3150
TRUE	TRUE	4	GO:0043609	regulation of carbon utilization	3	3/1516	AN10550/AN7610/AN6195
TRUE	TRUE	4	GO:0006808	regulation of nitrogen utilization	3	3/1516	AN8667/AN8168/AN2944
TRUE	TRUE	4	GO:0019676	ammonia assimilation cycle	3	3/1516	AN4376/AN4159/AN5134
TRUE	TRUE	4	GO:0045848	positive regulation of nitrogen utilization	1	1/1516	AN2944
TRUE	TRUE	4	GO:0000742	karyogamy involved in conjugation with cellular fusion	2	2/1516	AN6340/AN1333
TRUE	TRUE	4	GO:0003006	developmental process involved in reproduction	72	72/1516	AN5028/AN10610/AN4935/AN4878/AN4702/AN4667/AN4566/AN4563/AN4501/AN4483/AN4479/AN4419/AN4390/AN8741/AN9504/AN8605/AN8282/AN4169/AN3913/AN3719/AN3607/AN7030/AN7513/AN7572/AN7657/AN6243/AN5836/AN6578/AN6688/AN9380/AN9408/AN1402/AN1189/AN1052/AN0988/AN11891/AN0928/AN0863/AN0807/AN0733/AN0689/AN0641/AN0640/AN0410/AN0363/AN9450/AN0279/AN0182/AN0078/AN9008/AN1536/AN1555/AN1800/AN1848/AN2009/AN2059/AN2290/AN2505/AN9121/AN3416/AN3152/AN3113/AN2919/AN2742/AN2701/AN5156/AN5170/AN5759/AN5660/AN5651/AN5523/AN5457
TRUE	TRUE	4	GO:0022413	reproductive process in single-celled organism	23	23/1516	AN10610/AN4935/AN4566/AN4501/AN4419/AN4390/AN9504/AN8605/AN8282/AN4169/AN3719/AN7657/AN5836/AN9380/AN0988/AN0807/AN0640/AN0410/AN0182/AN1555/AN1848/AN5759/AN5523
TRUE	TRUE	4	GO:0044703	multi-organism reproductive process	68	68/1516	AN5028/AN4998/AN10610/AN4935/AN4894/AN4702/AN4566/AN4501/AN4483/AN4419/AN4390/AN8741/AN9504/AN8605/AN4169/AN3913/AN3719/AN3688/AN3607/AN7030/AN7513/AN7533/AN7657/AN6340/AN6243/AN5893/AN5836/AN6487/AN6578/AN9380/AN9408/AN1402/AN1333/AN1052/AN0988/AN11891/AN0807/AN0733/AN0641/AN0640/AN0410/AN0363/AN9450/AN0279/AN10030/AN0182/AN0078/AN9008/AN1536/AN1555/AN10227/AN1848/AN2059/AN2290/AN2505/AN9121/AN3416/AN3152/AN2919/AN2742/AN2701/AN5156/AN5170/AN5759/AN5651/AN5523/AN5517/AN5457
TRUE	TRUE	4	GO:0051037	regulation of transcription involved in meiotic cell cycle	1	1/1516	AN7572
TRUE	TRUE	4	GO:0051321	meiotic cell cycle	49	49/1516	AN5028/AN4987/AN4969/AN10610/AN4935/AN4566/AN4563/AN4501/AN4419/AN4390/AN9504/AN8605/AN8282/AN4169/AN3719/AN3607/AN7513/AN7572/AN7657/AN6243/AN5836/AN5822/AN6578/AN9380/AN1333/AN1052/AN0988/AN11891/AN0807/AN0733/AN0640/AN0410/AN0363/AN0182/AN0078/AN1536/AN1555/AN1848/AN2059/AN2148/AN2505/AN9121/AN3152/AN3067/AN2919/AN2911/AN5170/AN5759/AN5523
TRUE	TRUE	4	GO:0070871	cell wall organization involved in conjugation with cellular fusion	1	1/1516	AN7533
TRUE	TRUE	4	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	1	1/1516	AN8282
