sampleId	usePeaks
An_kdmB_20h_HA_1	TRUE
An_sntB_20h_HA_1	TRUE
An_ecoA_20h_HA_1	TRUE
An_rpdA_20h_HA_1	TRUE
An_sntB_kdmB_del_20h_HA_1	FALSE
An_ecoA_kdmB_del_20h_HA_1	FALSE
An_rpdA_kdmB_del_20h_HA_1	FALSE
An_kdmB_sntB_del_20h_HA_1	FALSE
An_ecoA_sntB_del_20h_HA_1	FALSE
An_rpdA_sntB_del_20h_HA_1	FALSE
An_untagged_20h_HA_1	FALSE
An_H3_20h_HIST_1	FALSE
