sample	corMaster	corCov	corRankBin
An_kdmB_20h_HA	0.5135407695676845	0.6053037390007916	0.6054658784747492
An_kdmB_48h_HA	0.5298933270700387	0.575863650026105	0.5754416806318774
An_sntB_20h_HA	0.537274292875955	0.6445672959828718	0.6446765002707255
An_sntB_48h_HA	0.37395487971343616	0.3756240921441173	0.3760304453660937
An_rpdA_20h_HA	0.39975347354347623	0.46031720233937656	0.4599037524755045
An_rpdA_48h_HA	0.5645417791874772	0.6352314857168132	0.6351096280275415
An_ecoA_20h_HA	0.05252460187894582	0.24863957413699175	0.24829711182884068
An_ecoA_48h_HA	0.4699394606309194	0.5178667534108101	0.5177019536011963
