hasPeak.An_kdmB_20h_HA_1	hasPeak.An_kdmB_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	FALSE	3	GO:0061919	process utilizing autophagic mechanism	11	11/841	AN4014/AN3879/AN10956/AN6360/AN1126/AN8874/AN10190/AN10213/AN10637/AN5491/AN5442
TRUE	FALSE	3	GO:0071554	cell wall organization or biogenesis	20	20/841	AN4860/AN7993/AN4052/AN7149/AN7505/AN7683/AN6341/AN10779/AN6093/AN5818/AN6542/AN0235/AN1542/AN2172/AN3441/AN10367/AN11694/AN5105/AN5586/AN5529
TRUE	FALSE	3	GO:0140029	exocytic process	4	4/841	AN6210/AN6493/AN0462/AN2418
TRUE	FALSE	3	GO:1990748	cellular detoxification	6	6/841	AN4215/AN3581/AN7632/AN1795/AN2470/AN8346
TRUE	FALSE	3	GO:0000742	karyogamy involved in conjugation with cellular fusion	1	1/841	AN6340
TRUE	FALSE	3	GO:0000743	nuclear migration involved in conjugation with cellular fusion	1	1/841	AN1475
TRUE	FALSE	3	GO:0003006	developmental process involved in reproduction	23	23/841	AN4887/AN4632/AN7993/AN8071/AN3813/AN6231/AN6197/AN6046/AN6505/AN6542/AN1376/AN1267/AN1222/AN0055/AN10193/AN1661/AN10223/AN1967/AN2419/AN2667/AN8547/AN5105/AN5529
TRUE	FALSE	3	GO:0022413	reproductive process in single-celled organism	9	9/841	AN4887/AN4632/AN7993/AN8071/AN6542/AN1267/AN10193/AN1661/AN2419
TRUE	FALSE	3	GO:0044703	multi-organism reproductive process	25	25/841	AN4887/AN4632/AN8672/AN7993/AN8071/AN4052/AN3813/AN6340/AN6231/AN6197/AN6046/AN6505/AN6542/AN1376/AN1267/AN1222/AN0055/AN1475/AN10193/AN1661/AN10223/AN1967/AN2419/AN2555/AN5211
TRUE	FALSE	3	GO:0051037	regulation of transcription involved in meiotic cell cycle	1	1/841	AN2172
TRUE	FALSE	3	GO:0051321	meiotic cell cycle	21	21/841	AN4940/AN4887/AN4632/AN7993/AN8071/AN3946/AN7423/AN6197/AN6505/AN6542/AN1267/AN1222/AN10063/AN0055/AN10193/AN1661/AN1967/AN2148/AN2172/AN2419/AN3118
TRUE	FALSE	3	GO:0070871	cell wall organization involved in conjugation with cellular fusion	1	1/841	AN4052
TRUE	FALSE	3	GO:1903046	meiotic cell cycle process	20	20/841	AN4940/AN4887/AN4632/AN7993/AN8071/AN3946/AN7423/AN6197/AN6505/AN6542/AN1267/AN1222/AN10063/AN0055/AN10193/AN1661/AN1967/AN2148/AN2419/AN3118
TRUE	FALSE	3	GO:2000241	regulation of reproductive process	10	10/841	AN4632/AN8672/AN8071/AN6505/AN10063/AN1661/AN1967/AN2555/AN3118/AN5211
TRUE	FALSE	3	GO:2000242	negative regulation of reproductive process	3	3/841	AN10063/AN1967/AN2555
TRUE	FALSE	3	GO:2000243	positive regulation of reproductive process	5	5/841	AN8672/AN6505/AN1661/AN2555/AN5211
TRUE	FALSE	3	GO:0007155	cell adhesion	4	4/841	AN8041/AN4052/AN6505/AN10367
TRUE	FALSE	3	GO:0044406	adhesion of symbiont to host	3	3/841	AN8041/AN4052/AN1832
TRUE	FALSE	3	GO:0023051	regulation of signaling	7	7/841	AN4085/AN7506/AN6120/AN1377/AN1661/AN2555/AN5105
TRUE	FALSE	3	GO:0023057	negative regulation of signaling	4	4/841	AN4085/AN7506/AN1377/AN2555
TRUE	FALSE	3	GO:0007275	multicellular organism development	15	15/841	AN4887/AN8071/AN3813/AN6231/AN6046/AN6505/AN1376/AN1222/AN10193/AN1661/AN10223/AN2667/AN8547/AN5105/AN5529
TRUE	FALSE	3	GO:0009653	anatomical structure morphogenesis	28	28/841	AN4887/AN4706/AN4674/AN4632/AN4394/AN7993/AN8071/AN7542/AN7683/AN6197/AN6505/AN6542/AN6898/AN1267/AN1222/AN0134/AN0055/AN1475/AN10193/AN1661/AN1967/AN2419/AN3441/AN2687/AN8374/AN5726/AN5586/AN5529
TRUE	FALSE	3	GO:0007568	aging	5	5/841	AN11910/AN7459/AN6542/AN8874/AN1612
TRUE	FALSE	3	GO:0009847	spore germination	5	5/841	AN3813/AN6341/AN6046/AN3307/AN5726
TRUE	FALSE	3	GO:0048646	anatomical structure formation involved in morphogenesis	23	23/841	AN4887/AN4706/AN4674/AN4632/AN4394/AN7993/AN8071/AN7542/AN7683/AN6197/AN6505/AN6542/AN6898/AN1267/AN1222/AN0055/AN10193/AN1661/AN1967/AN2419/AN3441/AN2687/AN5586
TRUE	FALSE	3	GO:0043934	sporulation	28	28/841	AN4887/AN4706/AN4674/AN4632/AN4394/AN7993/AN8071/AN7542/AN7683/AN6341/AN6197/AN6046/AN6505/AN6542/AN6898/AN1267/AN1222/AN0055/AN10193/AN1661/AN1967/AN2306/AN2419/AN3441/AN2687/AN5726/AN5586/AN5529
TRUE	FALSE	3	GO:0044111	development involved in symbiotic interaction	2	2/841	AN4755/AN6505
TRUE	FALSE	3	GO:0048856	anatomical structure development	38	38/841	AN4887/AN4706/AN4674/AN4632/AN4394/AN7993/AN8071/AN3813/AN7542/AN7683/AN6341/AN6231/AN6197/AN6046/AN6505/AN6542/AN6898/AN1376/AN1267/AN1222/AN0134/AN0055/AN1475/AN10193/AN1661/AN10223/AN1967/AN2306/AN2419/AN3441/AN2687/AN2667/AN8374/AN8547/AN5105/AN5726/AN5586/AN5529
TRUE	FALSE	3	GO:0050793	regulation of developmental process	15	15/841	AN11910/AN4394/AN8071/AN7542/AN6505/AN6542/AN0134/AN0055/AN1475/AN1612/AN1661/AN1967/AN2687/AN8374/AN5529
TRUE	FALSE	3	GO:0051093	negative regulation of developmental process	1	1/841	AN1967
TRUE	FALSE	3	GO:0051094	positive regulation of developmental process	7	7/841	AN4394/AN7542/AN6505/AN1612/AN1661/AN1967/AN8374
TRUE	FALSE	3	GO:0043474	pigment metabolic process involved in pigmentation	1	1/841	AN0231
TRUE	FALSE	3	GO:0048066	developmental pigmentation	1	1/841	AN0231
TRUE	FALSE	3	GO:0007623	circadian rhythm	1	1/841	AN3581
TRUE	FALSE	3	GO:0043902	positive regulation of multi-organism process	5	5/841	AN8672/AN6505/AN1661/AN2555/AN5211
TRUE	FALSE	3	GO:0044089	positive regulation of cellular component biogenesis	5	5/841	AN4963/AN4085/AN7077/AN10956/AN11344
TRUE	FALSE	3	GO:0048584	positive regulation of response to stimulus	4	4/841	AN8041/AN1246/AN12473/AN1832
TRUE	FALSE	3	GO:0051050	positive regulation of transport	1	1/841	AN6978
TRUE	FALSE	3	GO:1903666	positive regulation of asexual reproduction	4	4/841	AN4394/AN7542/AN1661/AN1967
TRUE	FALSE	3	GO:1903829	positive regulation of cellular protein localization	1	1/841	AN6978
TRUE	FALSE	3	GO:1904951	positive regulation of establishment of protein localization	1	1/841	AN6978
TRUE	FALSE	3	GO:0043433	negative regulation of DNA-binding transcription factor activity	1	1/841	AN1272
TRUE	FALSE	3	GO:0043901	negative regulation of multi-organism process	3	3/841	AN1967/AN2555/AN3441
TRUE	FALSE	3	GO:0048585	negative regulation of response to stimulus	5	5/841	AN4085/AN7506/AN1377/AN1832/AN2555
TRUE	FALSE	3	GO:0051051	negative regulation of transport	1	1/841	AN6505
TRUE	FALSE	3	GO:0032879	regulation of localization	8	8/841	AN8233/AN7149/AN6978/AN7683/AN6341/AN6505/AN1227/AN8374
TRUE	FALSE	3	GO:0042752	regulation of circadian rhythm	1	1/841	AN3581
TRUE	FALSE	3	GO:0043900	regulation of multi-organism process	8	8/841	AN8672/AN8071/AN6505/AN1661/AN1967/AN2555/AN3441/AN5211
TRUE	FALSE	3	GO:0044087	regulation of cellular component biogenesis	9	9/841	AN4963/AN4085/AN7077/AN6978/AN10956/AN7683/AN1162/AN11344/AN2687
TRUE	FALSE	3	GO:0048518	positive regulation of biological process	45	45/841	AN4963/AN4785/AN4775/AN11910/AN4394/AN11131/AN8858/AN8672/AN7994/AN8041/AN8285/AN4118/AN4085/AN4015/AN4014/AN7077/AN6978/AN7423/AN10956/AN7542/AN5996/AN5820/AN6505/AN6594/AN1246/AN1227/AN0808/AN9424/AN12473/AN10190/AN1612/AN1661/AN1832/AN1967/AN2172/AN11344/AN2555/AN9065/AN3116/AN2761/AN8374/AN5211/AN5726/AN5529/AN10682
TRUE	FALSE	3	GO:0048519	negative regulation of biological process	38	38/841	AN8858/AN8691/AN7994/AN8276/AN4085/AN3946/AN3879/AN6978/AN10956/AN7506/AN7681/AN7683/AN7753/AN6505/AN6617/AN1377/AN1272/AN1227/AN1226/AN1162/AN10063/AN0235/AN1488/AN1832/AN1967/AN2172/AN2304/AN2437/AN2555/AN3450/AN3441/AN3156/AN3118/AN5220/AN5758/AN5694/AN5643/AN5482
TRUE	FALSE	3	GO:0048583	regulation of response to stimulus	13	13/841	AN8041/AN4085/AN7189/AN7506/AN6120/AN6505/AN1377/AN1246/AN12473/AN1661/AN1832/AN2555/AN5105
TRUE	FALSE	3	GO:1903664	regulation of asexual reproduction	5	5/841	AN4394/AN7542/AN0055/AN1661/AN1967
TRUE	FALSE	3	GO:0006950	response to stress	66	66/841	AN4887/AN4747/AN4736/AN4731/AN7994/AN8041/AN8080/AN8285/AN4215/AN10507/AN4014/AN3954/AN3947/AN3879/AN10434/AN3581/AN9492/AN7189/AN7423/AN7436/AN7484/AN10956/AN7506/AN7632/AN7708/AN11008/AN7753/AN6400/AN6064/AN12480/AN6505/AN6542/AN1246/AN10111/AN0304/AN10063/AN0235/AN0158/AN0134/AN12473/AN10193/AN1488/AN1503/AN10223/AN1795/AN1832/AN1967/AN1986/AN2304/AN10296/AN2470/AN2530/AN10415/AN3450/AN3441/AN3156/AN3118/AN3101/AN2968/AN2761/AN8346/AN5105/AN5114/AN5774/AN5602/AN5529
TRUE	FALSE	3	GO:0009605	response to external stimulus	16	16/841	AN4785/AN8041/AN4014/AN10434/AN9492/AN7506/AN11008/AN6400/AN6064/AN6505/AN1246/AN12473/AN1832/AN2172/AN3441/AN5774
TRUE	FALSE	3	GO:0009607	response to biotic stimulus	14	14/841	AN8041/AN4014/AN10434/AN9492/AN7189/AN11008/AN6064/AN6505/AN6506/AN1246/AN12473/AN1832/AN5220/AN5774
TRUE	FALSE	3	GO:0009628	response to abiotic stimulus	20	20/841	AN4887/AN8041/AN10507/AN3581/AN7484/AN6505/AN9407/AN10111/AN0304/AN0134/AN1488/AN1503/AN10296/AN2530/AN3441/AN2968/AN2761/AN5105/AN5602/AN5529
TRUE	FALSE	3	GO:0042221	response to chemical	63	63/841	AN4887/AN4785/AN4774/AN4747/AN4736/AN4674/AN8672/AN8041/AN8080/AN8283/AN4215/AN10507/AN4118/AN4086/AN3954/AN3946/AN3581/AN7208/AN7189/AN10880/AN7436/AN7632/AN7708/AN11008/AN6231/AN6064/AN10767/AN6505/AN6506/AN6542/AN6898/AN1367/AN1272/AN1126/AN1061/AN0893/AN0469/AN0235/AN0158/AN1488/AN10223/AN1697/AN1795/AN1901/AN1986/AN2172/AN10296/AN2470/AN2530/AN2555/AN3441/AN3307/AN3101/AN11694/AN2761/AN2687/AN8346/AN5105/AN5193/AN5211/AN5726/AN5678/AN5643
TRUE	FALSE	3	GO:0072376	protein activation cascade	1	1/841	AN1832
TRUE	FALSE	3	GO:0031503	protein-containing complex localization	7	7/841	AN8285/AN6978/AN6210/AN0462/AN12473/AN3012/AN5482
TRUE	FALSE	3	GO:0033036	macromolecule localization	43	43/841	AN4963/AN4951/AN4633/AN8672/AN8233/AN8285/AN4085/AN3946/AN3720/AN10921/AN7149/AN6978/AN7683/AN6210/AN5868/AN5819/AN6542/AN6898/AN1227/AN1223/AN1163/AN1126/AN0821/AN0814/AN0643/AN0462/AN0417/AN0235/AN10034/AN0134/AN12473/AN1475/AN10213/AN2119/AN2418/AN3012/AN2687/AN8374/AN5105/AN10637/AN5529/AN5491/AN5482
TRUE	FALSE	3	GO:0036214	contractile ring localization	1	1/841	AN4963
TRUE	FALSE	3	GO:0051234	establishment of localization	110	110/841	AN5049/AN4963/AN4951/AN12222/AN4749/AN4706/AN4633/AN10568/AN8672/AN8647/AN8610/AN7993/AN8018/AN8041/AN8233/AN4129/AN4119/AN4014/AN3952/AN3946/AN3813/AN3776/AN3720/AN3498/AN10921/AN7149/AN6978/AN7459/AN7466/AN7571/AN7683/AN7779/AN7800/AN6443/AN6429/AN6418/AN6400/AN6341/AN6340/AN6216/AN6210/AN6197/AN10767/AN5868/AN5819/AN6493/AN6505/AN6542/AN6738/AN6831/AN6898/AN10178/AN1227/AN1223/AN1181/AN1163/AN1126/AN1061/AN1022/AN1008/AN0870/AN0821/AN0713/AN0643/AN0469/AN0462/AN0418/AN0417/AN0399/AN10061/AN0332/AN10034/AN10013/AN8874/AN12473/AN1475/AN10213/AN1523/AN1612/AN1795/AN1833/AN2052/AN2101/AN2119/AN2173/AN2289/AN2418/AN12366/AN2531/AN2585/AN2613/AN2614/AN3363/AN3352/AN3157/AN10367/AN3117/AN3012/AN11694/AN2687/AN2665/AN8374/AN11087/AN5105/AN10637/AN10724/AN5678/AN5650/AN10686/AN5482
TRUE	FALSE	3	GO:0051235	maintenance of location	6	6/841	AN4963/AN4951/AN6898/AN1832/AN1833/AN5529
TRUE	FALSE	3	GO:0051641	cellular localization	52	52/841	AN4963/AN4951/AN4706/AN4633/AN8672/AN7993/AN8233/AN8285/AN4085/AN4014/AN3946/AN3720/AN10921/AN6978/AN7683/AN11008/AN6340/AN6210/AN6197/AN5868/AN5819/AN6493/AN6542/AN6738/AN6898/AN1227/AN1223/AN1163/AN1126/AN0821/AN0814/AN0643/AN0462/AN0417/AN10061/AN0235/AN10034/AN0134/AN8874/AN12473/AN1475/AN10213/AN2101/AN2418/AN3363/AN3012/AN2687/AN5105/AN10724/AN5529/AN5491/AN5482
TRUE	FALSE	3	GO:0051707	response to other organism	5	5/841	AN8041/AN6505/AN1246/AN12473/AN1832
TRUE	FALSE	3	GO:0044419	interspecies interaction between organisms	20	20/841	AN4755/AN4592/AN8041/AN4215/AN4052/AN7632/AN7683/AN6505/AN6506/AN9407/AN1246/AN0235/AN12473/AN1832/AN1833/AN3441/AN3307/AN10367/AN5726/AN5688
TRUE	FALSE	3	GO:0051703	intraspecies interaction between organisms	3	3/841	AN4052/AN10367/AN5105
TRUE	FALSE	3	GO:0098630	aggregation of unicellular organisms	2	2/841	AN3441/AN10367
TRUE	FALSE	3	GO:0050789	regulation of biological process	134	134/841	AN4963/AN4887/AN4785/AN4775/AN4632/AN11910/AN4489/AN4447/AN4394/AN4377/AN11131/AN8858/AN8691/AN8672/AN7923/AN7994/AN8041/AN8071/AN8080/AN8233/AN8276/AN8285/AN4215/AN4160/AN4134/AN4118/AN4085/AN4015/AN4014/AN3946/AN10491/AN3879/AN10436/AN3581/AN9492/AN10910/AN7189/AN7149/AN7077/AN6978/AN7423/AN7436/AN7459/AN10956/AN7506/AN7542/AN7632/AN11994/AN7681/AN7683/AN11008/AN7753/AN6430/AN6341/AN6283/AN6210/AN6120/AN5996/AN5859/AN5820/AN5806/AN6505/AN6542/AN6594/AN6617/AN6790/AN9395/AN1377/AN1368/AN9516/AN1272/AN1246/AN1227/AN1226/AN1162/AN1126/AN0885/AN0808/AN10063/AN0235/AN0134/AN0055/AN9047/AN9424/AN12473/AN10190/AN1475/AN10193/AN1488/AN1612/AN1661/AN1824/AN1832/AN1967/AN2172/AN2304/AN2306/AN10294/AN2437/AN2481/AN11344/AN2555/AN2615/AN11185/AN11169/AN9065/AN3450/AN3441/AN3280/AN3156/AN3118/AN3116/AN3101/AN11704/AN3050/AN2848/AN2761/AN10334/AN2687/AN2667/AN8346/AN8374/AN8431/AN5105/AN5211/AN5220/AN5758/AN5726/AN5694/AN5643/AN5529/AN10682/AN5482/AN5299
TRUE	FALSE	3	GO:0065008	regulation of biological quality	38	38/841	AN4963/AN4951/AN11910/AN8672/AN7993/AN8080/AN8205/AN4215/AN4014/AN3581/AN7149/AN7423/AN7436/AN7459/AN7571/AN7632/AN7683/AN7753/AN7801/AN5868/AN6505/AN6542/AN6898/AN0134/AN12473/AN1475/AN1661/AN1795/AN1832/AN1833/AN1986/AN10367/AN3117/AN3058/AN2687/AN8346/AN8374/AN5529
TRUE	FALSE	3	GO:0065009	regulation of molecular function	9	9/841	AN4736/AN7994/AN6197/AN5996/AN6542/AN1272/AN9424/AN3450/AN10682
TRUE	FALSE	3	GO:0044085	cellular component biogenesis	63	63/841	AN5082/AN4963/AN4740/AN10585/AN4731/AN4706/AN8691/AN7993/AN7994/AN8073/AN4085/AN4052/AN3758/AN3632/AN7077/AN6978/AN10956/AN7683/AN6340/AN6255/AN6210/AN5960/AN5953/AN5875/AN5818/AN6505/AN6542/AN6593/AN6594/AN1367/AN10178/AN1266/AN1227/AN1162/AN0821/AN0745/AN0643/AN0462/AN0235/AN0134/AN0133/AN0092/AN8874/AN12473/AN1964/AN10237/AN1986/AN2419/AN2437/AN11344/AN9062/AN3363/AN3156/AN3116/AN2687/AN8491/AN5774/AN5758/AN5643/AN5586/AN5529/AN5491/AN5443
TRUE	FALSE	3	GO:0051410	detoxification of nitrogen compound	1	1/841	AN2470
TRUE	FALSE	3	GO:0061687	detoxification of inorganic compound	2	2/841	AN1795/AN8346
TRUE	TRUE	4	GO:0019953	sexual reproduction	96	96/2290	AN5028/AN10610/AN4935/AN4894/AN4702/AN4615/AN4570/AN4566/AN4501/AN4483/AN4419/AN4390/AN8825/AN8741/AN9504/AN8262/AN10516/AN4189/AN4169/AN3719/AN3688/AN3607/AN7388/AN7169/AN10902/AN7030/AN7513/AN7533/AN7657/AN6243/AN5973/AN5893/AN5836/AN9380/AN9408/AN1402/AN1339/AN1333/AN1052/AN1025/AN1017/AN11891/AN0931/AN0807/AN0733/AN0721/AN0651/AN0641/AN0640/AN0410/AN0363/AN9450/AN0279/AN10030/AN0182/AN0098/AN0082/AN0078/AN9008/AN1536/AN1539/AN1555/AN1573/AN10227/AN1848/AN2011/AN2059/AN2062/AN2071/AN2130/AN2290/AN2412/AN2430/AN10306/AN2484/AN2489/AN2505/AN9121/AN3422/AN3416/AN3387/AN3152/AN3148/AN3036/AN2919/AN2862/AN2742/AN2701/AN5156/AN5170/AN5759/AN5651/AN5579/AN5523/AN5517/AN5457
TRUE	TRUE	4	GO:0019954	asexual reproduction	86	86/2290	AN5028/AN4987/AN10610/AN4935/AN4897/AN4716/AN4695/AN4570/AN4566/AN4563/AN4501/AN8825/AN8741/AN8129/AN4189/AN3719/AN3688/AN3607/AN7030/AN7513/AN7657/AN7757/AN6318/AN6317/AN6243/AN6230/AN5934/AN5893/AN5836/AN6566/AN6731/AN6920/AN9339/AN1189/AN1052/AN1037/AN1025/AN1017/AN11891/AN0931/AN0863/AN0787/AN0721/AN0651/AN0641/AN0453/AN0410/AN0363/AN0279/AN10030/AN0186/AN0182/AN0082/AN8945/AN1536/AN1539/AN1555/AN1632/AN1713/AN1848/AN2009/AN2059/AN2067/AN2412/AN2421/AN2489/AN2505/AN2523/AN9121/AN3422/AN3416/AN3113/AN3036/AN2936/AN2919/AN2911/AN2742/AN2740/AN5131/AN5156/AN5757/AN5755/AN5740/AN5660/AN5457/AN5296
TRUE	TRUE	4	GO:0022414	reproductive process	132	132/2290	AN5028/AN4987/AN4969/AN10610/AN4935/AN4894/AN4878/AN4716/AN4702/AN4667/AN4615/AN4570/AN4566/AN4563/AN4501/AN4483/AN4479/AN4419/AN4390/AN4365/AN4360/AN8825/AN8741/AN9504/AN8262/AN8282/AN10516/AN4189/AN4169/AN3941/AN3719/AN3688/AN3607/AN7388/AN7169/AN10902/AN7030/AN7007/AN7513/AN7533/AN7572/AN7657/AN7661/AN6243/AN6150/AN6070/AN10763/AN5973/AN5934/AN5893/AN5836/AN5822/AN6688/AN9380/AN9408/AN1402/AN1339/AN1333/AN10171/AN1189/AN1170/AN1052/AN1025/AN1017/AN11891/AN0931/AN0928/AN0863/AN0807/AN0733/AN0721/AN0689/AN0651/AN0641/AN0640/AN0582/AN0410/AN0363/AN9450/AN0279/AN10030/AN0182/AN0098/AN0082/AN0078/AN9008/AN1536/AN1539/AN1555/AN1573/AN10227/AN1800/AN1844/AN1848/AN2009/AN2011/AN2059/AN2062/AN2071/AN2130/AN2290/AN2412/AN2430/AN10306/AN2484/AN2489/AN2505/AN9121/AN3422/AN3416/AN3387/AN3152/AN3148/AN3113/AN3067/AN3036/AN2919/AN2911/AN2862/AN2742/AN2701/AN5156/AN5170/AN5759/AN5740/AN5660/AN5651/AN5579/AN5523/AN5517/AN5457/AN5406
TRUE	TRUE	4	GO:0032505	reproduction of a single-celled organism	40	40/2290	AN10610/AN4935/AN4615/AN4566/AN4501/AN4419/AN4390/AN9504/AN8282/AN10516/AN4169/AN3719/AN10902/AN7007/AN7657/AN5934/AN5836/AN9380/AN1170/AN1025/AN1017/AN0931/AN0807/AN0651/AN0640/AN0410/AN0182/AN1555/AN1713/AN1848/AN2071/AN2412/AN2484/AN2489/AN3422/AN3148/AN5759/AN5740/AN5579/AN5523
TRUE	TRUE	4	GO:0055114	oxidation-reduction process	173	173/2290	AN5028/AN4987/AN4986/AN10610/AN4906/AN4829/AN4780/AN4770/AN4769/AN4569/AN4532/AN4501/AN4388/AN4376/AN4301/AN8866/AN8815/AN8801/AN8757/AN8750/AN8718/AN8707/AN8689/AN8683/AN11246/AN8667/AN8615/AN11098/AN7873/AN7895/AN7914/AN8010/AN8060/AN8078/AN8118/AN12449/AN8211/AN4243/AN10512/AN4081/AN4070/AN4064/AN4042/AN3973/AN3901/AN3894/AN3605/AN3586/AN3497/AN7388/AN7387/AN7364/AN7269/AN7199/AN7194/AN7193/AN7187/AN7169/AN7131/AN7111/AN7008/AN6973/AN7451/AN7600/AN7610/AN7661/AN6386/AN6366/AN6279/AN6272/AN6167/AN6031/AN6023/AN5986/AN5985/AN5975/AN5918/AN5888/AN6499/AN6525/AN10841/AN10834/AN6650/AN6731/AN6739/AN6753/AN6787/AN6791/AN6835/AN6933/AN9242/AN9288/AN9339/AN9384/AN9408/AN1397/AN1396/AN1274/AN1094/AN1037/AN1017/AN1015/AN0918/AN0914/AN0878/AN0802/AN0773/AN0764/AN0740/AN10108/AN0640/AN0628/AN0606/AN0593/AN0554/AN10081/AN0443/AN0410/AN0403/AN0394/AN0351/AN0241/AN0170/AN0067/AN8886/AN1429/AN1430/AN11252/AN1543/AN10220/AN1699/AN1752/AN1781/AN1794/AN2042/AN2099/AN10283/AN2335/AN2421/AN2435/AN2436/AN2506/AN2526/AN2532/AN2596/AN9148/AN9064/AN3351/AN10392/AN3349/AN3208/AN3068/AN2998/AN2916/AN2851/AN2846/AN2815/AN2793/AN2682/AN2668/AN8415/AN8553/AN8566/AN5130/AN5134/AN5148/AN5210/AN5563/AN5525/AN5457/AN5435/AN5354/AN5335
