sampleId	data_type	TF	timepoint	IP_tag	rep	complex	control	peakType	color
An_untagged_dox_20h_polII_1	polII	untagged_dox	20h	polII	1	NA	.	.	white,red
An_untagged_dox_20h_polII_2	polII	untagged_dox	20h	polII	2	NA	.	.	white,red
An_untagged_dox_48h_polII_1	polII	untagged_dox	48h	polII	1	NA	.	.	white,red
An_untagged_dox_48h_polII_2	polII	untagged_dox	48h	polII	2	NA	.	.	white,red
Afu_gliZ_del_20h_polII_1	polII	gliZ_del	20h	polII	1	gliZ	Afu_untagged_20h_polII_1	.	white,red
Afu_gliZ_del_20h_polII_2	polII	gliZ_del	20h	polII	2	gliZ	Afu_untagged_20h_polII_2	.	white,red
Afu_gliZ_del_48h_polII_1	polII	gliZ_del	48h	polII	1	gliZ	Afu_untagged_48h_polII_1	.	white,red
Afu_gliZ_del_48h_polII_2	polII	gliZ_del	48h	polII	2	gliZ	Afu_untagged_48h_polII_2	.	white,red
Afu_gliZ_doxMin_20h_HA_1_FAIL	TF	gliZ_doxMin	20h	HA	1_FAIL	gliZ	Afu_untagged_20h_HA_1	narrow	white,red
Afu_gliZ_doxMin_48h_HA_1_FAIL	TF	gliZ_doxMin	48h	HA	1_FAIL	gliZ	Afu_untagged_48h_HA_1	narrow	white,red
Afu_gliZ_doxMin_20h_polII_2	polII	gliZ_doxMin	20h	polII	2	gliZ	.	.	white,red
Afu_gliZ_doxMin_20h_polII_1_FAIL	polII	gliZ_doxMin	20h	polII	1_FAIL	gliZ	Afu_untagged_20h_polII_1	.	white,red
Afu_gliZ_doxMin_48h_polII_2	polII	gliZ_doxMin	48h	polII	2	gliZ	.	.	white,red
Afu_gliZ_doxMin_48h_polII_1_FAIL	polII	gliZ_doxMin	48h	polII	1_FAIL	gliZ	Afu_untagged_48h_polII_1	.	white,red
Afu_gliZ_doxMin_20h_TAP_1	TF	gliZ_doxMin	20h	TAP	1	gliZ	.	.	white,#262626
Afu_gliZ_doxMin_20h_TAP_2	TF	gliZ_doxMin	20h	TAP	2	gliZ	.	.	white,#262626
Afu_gliZ_doxMin_48h_TAP_1	TF	gliZ_doxMin	48h	TAP	1	gliZ	.	.	white,#262626
Afu_gliZ_doxMin_48h_TAP_2	TF	gliZ_doxMin	48h	TAP	2	gliZ	.	.	white,#262626
Afu_gliZ_doxPlus_20h_HA_1_FAIL	TF	gliZ_doxPlus	20h	HA	1_FAIL	gliZ	Afu_untagged_20h_HA_1	narrow	white,red
Afu_gliZ_doxPlus_48h_HA_1_FAIL	TF	gliZ_doxPlus	48h	HA	1_FAIL	gliZ	Afu_untagged_48h_HA_1	narrow	white,red
Afu_gliZ_doxPlus_20h_polII_1	polII	gliZ_doxPlus	20h	polII	1	gliZ	Afu_gliZ_doxMin_20h_polII_1	.	white,red
Afu_gliZ_doxPlus_20h_polII_2	polII	gliZ_doxPlus	20h	polII	2	gliZ	Afu_gliZ_doxMin_20h_polII_2	.	white,red
Afu_gliZ_doxPlus_20h_polII_1_FAIL	polII	gliZ_doxPlus	20h	polII	1_FAIL	gliZ	Afu_untagged_20h_polII_1	.	white,red
Afu_gliZ_doxPlus_48h_polII_1	polII	gliZ_doxPlus	48h	polII	1	gliZ	Afu_gliZ_doxMin_48h_polII_1	.	white,red
Afu_gliZ_doxPlus_48h_polII_2	polII	gliZ_doxPlus	48h	polII	2	gliZ	Afu_gliZ_doxMin_48h_polII_2	.	white,red
Afu_gliZ_doxPlus_48h_polII_1_FAIL	polII	gliZ_doxPlus	48h	polII	1_FAIL	gliZ	Afu_untagged_48h_polII_1	.	white,red
Afu_gliZ_doxPlus_20h_TAP_1	TF	gliZ_doxPlus	20h	TAP	1	gliZ	Afu_gliZ_doxMin_20h_TAP_1	narrow	white,red
Afu_gliZ_doxPlus_20h_TAP_2	TF	gliZ_doxPlus	20h	TAP	2	gliZ	Afu_gliZ_doxMin_20h_TAP_2	narrow	white,red
Afu_gliZ_doxPlus_48h_TAP_1	TF	gliZ_doxPlus	48h	TAP	1	gliZ	Afu_gliZ_doxMin_48h_TAP_1	narrow	white,red
Afu_gliZ_doxPlus_48h_TAP_2	TF	gliZ_doxPlus	48h	TAP	2	gliZ	Afu_gliZ_doxMin_48h_TAP_2	narrow	white,red
Afu_hepA_20h_HA_1	TF	hepA	20h	HA	1	hepA	Afu_untagged_20h_HA_1	narrow	white,red
Afu_hepA_20h_HA_2	TF	hepA	20h	HA	2	hepA	Afu_untagged_20h_HA_2	narrow	white,red
Afu_hepA_48h_HA_1	TF	hepA	48h	HA	1	hepA	Afu_untagged_48h_HA_1	narrow	white,red
Afu_hepA_48h_HA_2	TF	hepA	48h	HA	2	hepA	Afu_untagged_48h_HA_2	narrow	white,red
Afu_hepA_del_20h_polII_1	polII	hepA_del	20h	polII	1	hepA	Afu_untagged_20h_polII_1	.	white,red
Afu_hepA_del_20h_polII_2	polII	hepA_del	20h	polII	2	hepA	Afu_untagged_20h_polII_2	.	white,red
Afu_hepA_del_48h_polII_1	polII	hepA_del	48h	polII	1	hepA	Afu_untagged_48h_polII_1	.	white,red
Afu_hepA_del_48h_polII_2	polII	hepA_del	48h	polII	2	hepA	Afu_untagged_48h_polII_2	.	white,red
Afu_hepA_del_48h_polII_1_FAIL	polII	hepA_del	48h	polII	1_FAIL	hepA	Afu_untagged_48h_polII_1	.	white,red
Afu_ecmB_20h_HA_1	TF	ecmB	20h	HA	1	kdmA	Afu_untagged_20h_HA_1	narrow	white,red
Afu_ecmB_20h_HA_2	TF	ecmB	20h	HA	2	kdmA	Afu_untagged_20h_HA_2	narrow	white,red
Afu_ecmB_48h_HA_1	TF	ecmB	48h	HA	1	kdmA	Afu_untagged_48h_HA_1	narrow	white,red
Afu_ecmB_48h_HA_2	TF	ecmB	48h	HA	2	kdmA	Afu_untagged_48h_HA_2	narrow	white,red
Afu_ecmB_del_20h_polII_1	polII	ecmB_del	20h	polII	1	kdmA	Afu_untagged_20h_polII_1	.	white,red
Afu_ecmB_del_20h_polII_2	polII	ecmB_del	20h	polII	2	kdmA	Afu_untagged_20h_polII_2	.	white,red
Afu_ecmB_del_48h_polII_1	polII	ecmB_del	48h	polII	1	kdmA	Afu_untagged_48h_polII_1	.	white,red
Afu_ecmB_del_48h_polII_2	polII	ecmB_del	48h	polII	2	kdmA	Afu_untagged_48h_polII_2	.	white,red
Afu_untagged_20h_HA_1	TF	untagged	20h	HA	1	NA	.	.	white,#262626
Afu_untagged_20h_HA_2	TF	untagged	20h	HA	2	NA	.	.	white,#262626
Afu_untagged_48h_HA_1	TF	untagged	48h	HA	1	NA	.	.	white,#262626
Afu_untagged_48h_HA_2	TF	untagged	48h	HA	2	NA	.	.	white,#262626
Afu_untagged_20h_polII_1	polII	untagged	20h	polII	1	NA	.	.	white,red
Afu_untagged_20h_polII_2	polII	untagged	20h	polII	2	NA	.	.	white,red
Afu_untagged_48h_polII_1	polII	untagged	48h	polII	1	NA	.	.	white,red
Afu_untagged_48h_polII_2	polII	untagged	48h	polII	2	NA	.	.	white,red
Afu_untagged_48h_polII_1_FAIL	polII	untagged	48h	polII	1_FAIL	NA	.	.	white,red
Afu_gliZ_doxMin_20h_polII_1	polII	gliZ_doxMin	20h	polII	1	NA	.	.	white,red
Afu_gliZ_doxMin_48h_polII_1	polII	gliZ_doxMin	48h	polII	1	NA	.	.	white,red
Afl_hepA_20h_HA_1	TF	hepA	20h	HA	1	hepA	Afl_untagged_20h_HA_1	narrow	white,red
Afl_hepA_20h_HA_2	TF	hepA	20h	HA	2	hepA	Afl_untagged_20h_HA_2	narrow	white,red
Afl_hepA_20h_HA_1_FAIL	TF	hepA	20h	HA	1_FAIL	hepA	Afl_untagged_20h_HA_1	narrow	white,red
Afl_hepA_48h_HA_1	TF	hepA	48h	HA	1	hepA	Afl_untagged_48h_HA_1	narrow	white,red
Afl_hepA_48h_HA_2	TF	hepA	48h	HA	2	hepA	Afl_untagged_48h_HA_2	narrow	white,red
Afl_hepA_48h_HA_1_FAIL	TF	hepA	48h	HA	1_FAIL	hepA	Afl_untagged_48h_HA_1	narrow	white,red
Afl_hepA_del_20h_polII_1	polII	hepA_del	20h	polII	1	hepA	Afl_untagged_20h_polII_1	.	white,red
Afl_hepA_del_48h_polII_1	polII	hepA_del	48h	polII	1	hepA	Afl_untagged_48h_polII_1	.	white,red
Afl_hepA_del_48h_polII_2	polII	hepA_del	48h	polII	2	hepA	Afl_untagged_48h_polII_2	.	white,red
Afl_H3_20h_HIST_1	HIST	H3	20h	HIST	1	independent	.	.	black,yellow
Afl_H3_48h_HIST_1	HIST	H3	48h	HIST	1	independent	.	.	black,yellow
Afl_H3K36Me3_20h_HIST_1	HIST	H3K36Me3	20h	HIST	1	independent	Afl_H3_20h_HIST_1	.	black,yellow
Afl_H3K36Me3_48h_HIST_1	HIST	H3K36Me3	48h	HIST	1	independent	Afl_H3_48h_HIST_1	.	black,yellow
Afl_H3K4Me3_20h_HIST_1	HIST	H3K4Me3	20h	HIST	1	independent	Afl_H3_20h_HIST_1	.	black,yellow
Afl_H3K4Me3_48h_HIST_1	HIST	H3K4Me3	48h	HIST	1	independent	Afl_H3_48h_HIST_1	.	black,yellow
Afl_H3K9Ac_20h_HIST_1	HIST	H3K9Ac	20h	HIST	1	independent	Afl_H3_20h_HIST_1	.	black,yellow
Afl_H3K9Ac_48h_HIST_1	HIST	H3K9Ac	48h	HIST	1	independent	Afl_H3_48h_HIST_1	.	black,yellow
Afl_H3K9Me3_20h_HIST_1	HIST	H3K9Me3	20h	HIST	1	independent	Afl_H3_20h_HIST_1	.	black,yellow
Afl_H3K9Me3_48h_HIST_1	HIST	H3K9Me3	48h	HIST	1	independent	Afl_H3_48h_HIST_1	.	black,yellow
Afl_cclA_20h_HA_1	TF	cclA	20h	HA	1	kdmA	Afl_untagged_20h_HA_1	narrow	white,red
Afl_cclA_20h_HA_2	TF	cclA	20h	HA	2	kdmA	Afl_untagged_20h_HA_2	narrow	white,red
Afl_cclA_48h_HA_1	TF	cclA	48h	HA	1	kdmA	Afl_untagged_48h_HA_1	narrow	white,red
Afl_cclA_48h_HA_2	TF	cclA	48h	HA	2	kdmA	Afl_untagged_48h_HA_2	narrow	white,red
Afl_H3_cclA_del_20h_HIST_1	HIST	H3_cclA_del	20h	HIST	1	kdmA	.	.	black,yellow
Afl_H3_cclA_del_48h_HIST_1	HIST	H3_cclA_del	48h	HIST	1	kdmA	.	.	black,yellow
Afl_H3_kdmA_del_20h_HIST_1	HIST	H3_kdmA_del	20h	HIST	1	kdmA	.	.	black,yellow
Afl_H3_kdmA_del_48h_HIST_1	HIST	H3_kdmA_del	48h	HIST	1	kdmA	.	.	black,yellow
Afl_H3K36Me3_cclA_del_20h_HIST_1	HIST	H3K36Me3_cclA_del	20h	HIST	1	kdmA	Afl_H3_cclA_del_20h_HIST_1	.	black,yellow
Afl_H3K36Me3_cclA_del_48h_HIST_1	HIST	H3K36Me3_cclA_del	48h	HIST	1	kdmA	Afl_H3_cclA_del_48h_HIST_1	.	black,yellow
Afl_H3K36Me3_kdmA_del_20h_HIST_1	HIST	H3K36Me3_kdmA_del	20h	HIST	1	kdmA	Afl_H3_kdmA_del_20h_HIST_1	.	black,yellow
Afl_H3K36Me3_kdmA_del_48h_HIST_1	HIST	H3K36Me3_kdmA_del	48h	HIST	1	kdmA	Afl_H3_kdmA_del_48h_HIST_1	.	black,yellow
Afl_H3K4Me3_cclA_del_20h_HIST_1	HIST	H3K4Me3_cclA_del	20h	HIST	1	kdmA	Afl_H3_cclA_del_20h_HIST_1	.	black,yellow
Afl_H3K4Me3_cclA_del_48h_HIST_1	HIST	H3K4Me3_cclA_del	48h	HIST	1	kdmA	Afl_H3_cclA_del_48h_HIST_1	.	black,yellow
Afl_H3K4Me3_kdmA_del_20h_HIST_1	HIST	H3K4Me3_kdmA_del	20h	HIST	1	kdmA	Afl_H3_kdmA_del_20h_HIST_1	.	black,yellow
Afl_H3K4Me3_kdmA_del_48h_HIST_1	HIST	H3K4Me3_kdmA_del	48h	HIST	1	kdmA	Afl_H3_kdmA_del_48h_HIST_1	.	black,yellow
Afl_H3K9Ac_cclA_del_20h_HIST_1	HIST	H3K9Ac_cclA_del	20h	HIST	1	kdmA	Afl_H3_cclA_del_20h_HIST_1	.	black,yellow
Afl_H3K9Ac_cclA_del_48h_HIST_1	HIST	H3K9Ac_cclA_del	48h	HIST	1	kdmA	Afl_H3_cclA_del_48h_HIST_1	.	black,yellow
Afl_H3K9Ac_kdmA_del_20h_HIST_1	HIST	H3K9Ac_kdmA_del	20h	HIST	1	kdmA	Afl_H3_kdmA_del_20h_HIST_1	.	black,yellow
Afl_H3K9Ac_kdmA_del_48h_HIST_1	HIST	H3K9Ac_kdmA_del	48h	HIST	1	kdmA	Afl_H3_kdmA_del_48h_HIST_1	.	black,yellow
Afl_H3K9Me3_cclA_del_20h_HIST_1	HIST	H3K9Me3_cclA_del	20h	HIST	1	kdmA	Afl_H3_cclA_del_20h_HIST_1	.	black,yellow
Afl_H3K9Me3_cclA_del_48h_HIST_1	HIST	H3K9Me3_cclA_del	48h	HIST	1	kdmA	Afl_H3_cclA_del_48h_HIST_1	.	black,yellow
Afl_H3K9Me3_kdmA_del_20h_HIST_1	HIST	H3K9Me3_kdmA_del	20h	HIST	1	kdmA	Afl_H3_kdmA_del_20h_HIST_1	.	black,yellow
Afl_H3K9Me3_kdmA_del_48h_HIST_1	HIST	H3K9Me3_kdmA_del	48h	HIST	1	kdmA	Afl_H3_kdmA_del_48h_HIST_1	.	black,yellow
Afl_kdmA_20h_HA_1	TF	kdmA	20h	HA	1	kdmA	Afl_untagged_20h_HA_1	narrow	white,red
Afl_kdmA_20h_HA_2	TF	kdmA	20h	HA	2	kdmA	Afl_untagged_20h_HA_2	narrow	white,red
Afl_kdmA_48h_HA_1	TF	kdmA	48h	HA	1	kdmA	Afl_untagged_48h_HA_1	narrow	white,red
Afl_kdmA_48h_HA_2	TF	kdmA	48h	HA	2	kdmA	Afl_untagged_48h_HA_2	narrow	white,red
Afl_kdmA_del_20h_polII_2	polII	kdmA_del	20h	polII	2	kdmA	Afl_untagged_20h_polII_2	.	white,red
Afl_rstB_del_48h_polII_1	polII	rstB_del	48h	polII	1	kdmA	Afl_untagged_48h_polII_1	.	white,red
Afl_kdmB_del_20h_polII_2	polII	kdmB_del	20h	polII	2	kdmB	Afl_untagged_20h_polII_2	.	white,red
Afl_kdmB_del_48h_polII_2	polII	kdmB_del	48h	polII	2	kdmB	Afl_untagged_48h_polII_2	.	white,red
Afl_untagged_20h_HA_1	TF	untagged	20h	HA	1	NA	.	.	white,#262626
Afl_untagged_20h_HA_2	TF	untagged	20h	HA	2	NA	.	.	white,#262626
Afl_untagged_48h_HA_1	TF	untagged	48h	HA	1	NA	.	.	white,#262626
Afl_untagged_48h_HA_2	TF	untagged	48h	HA	2	NA	.	.	white,#262626
Afl_untagged_20h_polII_1	polII	untagged	20h	polII	1	NA	.	.	white,red
Afl_untagged_20h_polII_2	polII	untagged	20h	polII	2	NA	.	.	white,red
Afl_untagged_48h_polII_1	polII	untagged	48h	polII	1	NA	.	.	white,red
Afl_untagged_48h_polII_2	polII	untagged	48h	polII	2	NA	.	.	white,red
veA1_Rpb1_15h_mix22_1	other	Rpb1	15h	HA	1	PIC	.	narrow	white,red
veA1_Rpb3_15h_mix22_1	other	Rpb3	15h	HA	1	PIC	.	narrow	white,red
veA1_TFIIB_15h_mix22_1	other	TFIIB	15h	HA	1	PIC	.	narrow	white,red
veA1_TBP_15h_mix22_1	other	TBP	15h	HA	1	PIC	.	narrow	white,red
veA_wt_Rpb1_15h_mix22_1	other	Rpb1	15h	HA	1	PIC	.	narrow	white,red
veA_wt_Rpb1_15h_mix22_2	other	Rpb1	15h	HA	2	PIC	.	narrow	white,red
veA_wt_Rpb3_15h_mix22_1	other	Rpb3	15h	HA	1	PIC	.	narrow	white,red
veA_wt_Rpb3_15h_mix22_2	other	Rpb3	15h	HA	2	PIC	.	narrow	white,red
veA_wt_TBP_15h_mix22_1	other	TBP	15h	HA	1	PIC	.	narrow	white,red
veA_wt_TBP_15h_mix22_2	other	TBP	15h	HA	2	PIC	.	narrow	white,red
veA_wt_TFIIB_15h_mix22_2	other	TFIIB	15h	HA	2	PIC	.	narrow	white,red
veA_wt_TFIIB_15h_mix22_1	other	TFIIB	15h	HA	1	PIC	.	narrow	white,red
H3_NH4_ATCACG_CW466_525	other	0	0	HIST	1	.	.	.	black,yellow
