sampleId	type	nBackground	genomicMedian	genomicMean	genomicBgMedian	genomicBgMean	mtMedian	mtMean
An_kdmA_del_48h_polII_1	polII	4502	3.06201701748371	6.51163444152385	2.04934401288629	4.84939072248336	57.7548789710999	58.5160674590716
An_kdmA_del_48h_polII_2	polII	4502	3.73859199973941	6.53659255586997	2.36949351209402	4.00962794695398	26.8928880653381	27.6470905733614
An_mcmA_teton_20h_polII_1	polII	4502	2.81157499784231	6.47762405264303	1.57930498605967	3.66044720750046	81.6815350093842	80.8989068477307
An_mcmA_teton_20h_polII_2	polII	4502	3.34248750092089	6.53196577884381	1.63198750878871	3.15079300351236	23.4489750013351	23.8319430247786
An_mcmA_teton_48h_polII_1	polII	4502	3.04276047927141	6.32493231783635	1.93892398548126	4.55329957455717	222.183702026367	220.426418675545
An_mcmA_teton_48h_polII_2	polII	4502	3.93972747609019	6.54254410689109	2.01595549172163	3.59282657104886	16.1407184400558	16.1779273286363
An_rstB_del_20h_polII_1	polII	4502	3.30025199890137	6.47689131272844	1.94116800618172	3.84557256595062	72.5260678958893	71.930242474579
An_rstB_del_20h_polII_2	polII	4502	3.71081495970488	6.53396993742385	1.85398748408258	3.16193693302225	23.259422542572	23.134416720759
An_rstB_del_48h_polII_1	polII	4502	3.72832199686766	6.49642948861166	2.28335400545597	4.33329864808483	51.1552608706185	50.5855769458473
An_rstB_del_48h_polII_2	polII	4502	4.07365195804834	6.54211750854285	2.08186197686195	3.72479860356834	19.9656899991035	20.1521534895438
An_ecoA_teton_20h_polII_1	polII	4502	2.89920004469156	6.17910171363552	2.08229003357887	3.71167611525963	353.43852759552	349.560508380701
An_ecoA_teton_20h_polII_2	polII	4502	4.88544002059102	6.49833878686959	3.12863998225331	3.82235469975293	49.9865599555969	50.4174005007975
An_ecoA_teton_48h_polII_1	polII	4502	3.69398402529955	6.44230169603879	2.22059251788259	3.3740466866323	106.668859436035	103.421095034595
An_ecoA_teton_48h_polII_2	polII	4502	3.84363352262974	6.55544407992614	1.87407449954748	3.12753736005999	3.76300702789426	3.64040621041078
An_kdmB_del_20h_polII_1	polII	4502	3.70801597750187	6.47358310773624	2.28311199355125	3.88898068570732	71.0094319858551	71.8375783322533
An_kdmB_del_20h_polII_2	polII	4502	3.90196798706055	6.4926870398336	2.23271998715401	3.54724153575068	45.4726439418793	45.2533714674277
An_kdmB_del_48h_polII_1	polII	4502	3.59842999465764	6.41596677265822	1.88265000936389	3.64145887918884	140.192030033112	136.634489788491
An_kdmB_del_48h_polII_2	polII	4502	4.82763187789917	6.38890436259013	3.36297990822792	4.43207425442438	159.505887905121	158.691465312938
An_kdmB_del_sntB_del_20h_polII_1	polII	4502	3.50529201051593	6.46674628090976	1.51992049881816	3.56447317646895	81.938937412262	79.786918401304
An_kdmB_del_sntB_del_20h_polII_2	polII	4502	3.03350548458099	6.5331979365408	1.31015948492289	3.04728366965878	23.7005963878632	24.1368894593849
An_kdmB_del_sntB_del_48h_polII_1	polII	4502	3.57901548653841	6.31650922733124	1.75607948869467	3.55803129738322	240.386081047058	233.98441528109
An_kdmB_del_sntB_del_48h_polII_2	polII	4502	2.79895351314545	6.55288142087701	1.30233652406931	3.78163704025363	5.71063351285458	5.80016417007798
An_laeA_del_kdmB_del_20h_polII_1	polII	4502	2.42458154821396	6.55082774142125	0.947848518848419	3.12145383239722	5.96218011856079	6.42189873810746
An_laeA_del_kdmB_del_20h_polII_2	polII	4502	3.00858551084995	6.53057414168084	1.63512650412321	3.79820034146762	32.1195638914108	30.8923861954794
An_laeA_del_kdmB_del_48h_polII_1	polII	4502	2.39360394030809	6.54663554627232	1.01111197549105	2.84389307906796	8.72353639090061	8.7508462521798
An_laeA_del_kdmB_del_48h_polII_2	polII	4502	3.71339098408818	6.50122991324996	1.65706199195236	3.43153066504143	61.176852098465	63.0506667523104
An_rpdA_teton_20h_polII_1	polII	4502	4.53043994486332	6.34986272492773	3.14417194110155	3.90840677938043	197.011225696278	197.699468072201
An_rpdA_teton_20h_polII_2	polII	4502	4.1756845177412	6.50720254824136	2.25356299842894	3.41671676496287	43.0101036052704	43.436510137967
An_rpdA_teton_48h_polII_1	polII	4502	4.11889196920395	6.18746496078472	3.62161796486378	4.34454260907528	337.783314086914	343.883469801626
An_rpdA_teton_48h_polII_2	polII	4502	2.76663597685099	6.55708434950408	1.11779999738932	3.16775453376012	5.45421597576141	5.77967308138127
An_sntB_del_20h_polII_1	polII	4502	3.32592398965359	6.19069443649714	1.45765199707448	3.23039574394999	336.807772186279	341.85862433837
An_sntB_del_48h_polII_1	polII	4502	4.71400799667835	6.32360393865493	4.30442999827862	5.15706946955661	210.742116027832	207.218666893372
An_sntB_del_48h_polII_2	polII	4502	3.10432600843906	6.55064819574878	1.40520101219416	3.62018444288869	11.6032999444008	11.5420908272358
An_untagged_20h_polII_1	polII	4502	2.90704798734188	6.53828192155857	1.37776799529791	3.1587065833354	21.7745400357246	22.9421868531761
An_untagged_20h_polII_2	polII	4502	3.61006247335672	6.54915594838504	2.01602998551726	3.26443130551624	17.8280299676657	17.7601466478837
An_untagged_48h_polII_1	polII	4502	3.93757648777962	6.54270995541272	2.32514749842882	3.58797659559215	20.5412219467163	21.8981889247754
An_untagged_48h_polII_2	polII	4502	5.97381748199463	6.550364635479	3.77395895624161	4.14645549649157	14.1453550417423	14.2152599890338
An_untagged_dox_20h_polII_1	polII	4502	3.11634402936697	6.53315131850325	1.56983199864626	3.15160222206413	37.7925680036545	37.8538773139478
An_untagged_dox_20h_polII_2	polII	4502	3.20809496635199	6.52654771722517	1.84115248930454	3.32769258572844	31.9522499814034	32.2004464892611
An_untagged_dox_48h_polII_1	polII	4502	4.69249002879858	6.52793727886244	2.64374000817537	3.94254487023289	31.6699899673462	31.9876135990179
An_untagged_dox_48h_polII_2	polII	4502	5.31870899093151	6.52791600048086	3.23549097847939	4.1677800918456	20.9800499911308	20.4280696112961
